Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27
"Bangladesh",9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,NaN,2,2,2,14.7826086956522,15.0724637681159,NaN,6.33333333333333,18.5507246376812,18.5507246376812,19.7142857142857,19.7142857142857,19.7142857142857,19.8275862068966,20,20,20.2857142857143,20.2857142857143,20.6303724928367,20.9169054441261,20.8571428571429
"Bulgaria",10.8333333333333,10.8333333333333,10.8333333333333,10.8333333333333,26.25,26.25,26.25,26.25,22.0833333333333,22.0833333333333,21.6666666666667,21.6666666666667,20.8333333333333,20.8333333333333,20.8333333333333,22.9166666666667,24.5833333333333,20,20.4166666666667,20.4166666666667,23.75,23.75,25.8333333333333,26.6666666666667,23.75
"Bahrain",NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,2.5,2.5,2.5,2.5,2.5,10,10,10,7.5,7.5,7.5,7.5,15,15,15,15
"Bahamas, The",15,15,15,15,15,NaN,20,20,20,20,12.1951219512195,12.1951219512195,12.1951219512195,12.1951219512195,12.1951219512195,13.1578947368421,13.1578947368421,13.1578947368421,13.1578947368421,13.1578947368421,12.8205128205128,12.8205128205128,12.8205128205128,12.8205128205128,17.9487179487179
"Bosnia and Herzegovina",NaN,NaN,NaN,NaN,7.14285714285714,NaN,16.6666666666667,16.6666666666667,16.6666666666667,14.2857142857143,11.9047619047619,11.9047619047619,19.047619047619,16.6666666666667,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,26.1904761904762,26.1904761904762
"Belarus",NaN,NaN,NaN,NaN,10.3092783505155,10.3092783505155,10.3092783505155,29.3577981651376,29.0909090909091,29.0909090909091,29.0909090909091,31.8181818181818,31.8181818181818,31.8181818181818,31.8181818181818,26.605504587156,26.605504587156,26.605504587156,27.2727272727273,34.5454545454545,34.5454545454545,34.5454545454545,40,40,40
"Belize",3.44827586206897,3.44827586206897,6.89655172413793,6.89655172413793,6.89655172413793,6.89655172413793,3.33333333333333,6.66666666666667,6.66666666666667,6.66666666666667,3.33333333333333,0,0,0,0,3.125,3.125,3.125,3.125,3.125,9.375,9.375,9.375,9.67741935483871,12.5
"Bolivia",NaN,NaN,11.5384615384615,11.5384615384615,11.5384615384615,18.4615384615385,18.4615384615385,19.2307692307692,16.9230769230769,16.9230769230769,16.9230769230769,16.9230769230769,22.3076923076923,25.3846153846154,25.3846153846154,25.3846153846154,25.3846153846154,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,53.0769230769231,46.1538461538462,46.1538461538462
"Brazil",6.62768031189084,6.62768031189084,5.65302144249513,5.65302144249513,6.82261208576998,6.23781676413255,8.57699805068226,8.57699805068226,8.57699805068226,8.7719298245614,8.96686159844054,8.96686159844054,8.7719298245614,8.57699805068226,8.57699805068226,8.57699805068226,8.57699805068226,9.94152046783626,9.94152046783626,9.94152046783626,10.7212475633528,15.009746588694,15.009746588694,14.6198830409357,15.2046783625731
"Barbados",10.7142857142857,10.7142857142857,10.7142857142857,10.7142857142857,10.7142857142857,10.7142857142857,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,10,10,10,10,10,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,20,20,20,20
"Brunei Darussalam",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.45161290322581,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909
"Bhutan",2,2,2,9.33333333333333,9.33333333333333,9.33333333333333,9.33333333333333,9.21052631578947,9.33333333333333,2.66666666666667,2.66666666666667,8.51063829787234,8.51063829787234,8.51063829787234,8.51063829787234,8.51063829787234,6.38297872340426,8.51063829787234,8.51063829787234,8.51063829787234,8.51063829787234,14.8936170212766,14.8936170212766,14.8936170212766,17.0212765957447
"Botswana",8.51063829787234,8.51063829787234,NaN,17.0212765957447,17.0212765957447,17.0212765957447,17.0212765957447,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,7.93650793650794,7.93650793650794,7.93650793650794,7.93650793650794,7.93650793650794,9.52380952380952,9.52380952380952,9.52380952380952,9.52380952380952,9.52380952380952,10.7692307692308,10.7692307692308,10.7692307692308
"Central African Republic",3.52941176470588,3.52941176470588,7.3394495412844,7.3394495412844,7.3394495412844,7.3394495412844,NaN,NaN,10.4761904761905,10.4761904761905,10.4761904761905,10.4761904761905,9.61538461538462,9.61538461538462,12.5,12.5,NaN,NaN,NaN,7.19424460431655,8.57142857142857,8.57142857142857,8.57142857142857,8.57142857142857,12.8571428571429
"Canada",20.5980066445183,20.5980066445183,20.5980066445183,NaN,20.5980066445183,20.5980066445183,20.5980066445183,21.1038961038961,21.1038961038961,20.7792207792208,21.3114754098361,22.0779220779221,22.0779220779221,22.0779220779221,24.7557003257329,24.6753246753247,24.6753246753247,25.0814332247557,26.0355029585799,26.0355029585799,26.2686567164179,26.9461077844311,28.9940828402367,28.9940828402367,30.4733727810651
"Central Europe and the Baltics",11.4824335904027,10.968294772922,11.4824335904027,12.9600829445308,15.5668358714044,16.1167512690355,16.2675101671938,17.14164185453,16.7234042553192,17.0991067630795,16.8438962143769,16.8152866242038,17.0700636942675,17.0276008492569,18.4333759046403,19.2671881432688,19.2102015631427,19.7050938337802,20.1164874551971,19.8924731182796,22.3044886626562,22.7209625173531,23.6927348449792,24.988431281814,24.212962962963
"Switzerland",21,21,22.5,23,23,23,25,25,25,25,28.5,28.5,29,29,28.5,29,31,31,32,32,32.5,32.5,41.5,41.5,42.5
"Chile",7.5,10.8333333333333,10.8333333333333,10.8333333333333,10.8333333333333,12.5,12.5,12.5,15,15,15,15,14.1666666666667,14.1666666666667,14.1666666666667,14.1666666666667,15.8333333333333,15.8333333333333,15.8333333333333,15.8333333333333,NaN,22.5806451612903,22.5806451612903,22.5806451612903,35.4838709677419
"China",NaN,21.8194024840551,21.8194024840551,21.7828418230563,21.7828418230563,21.7828418230563,20.2345058626466,20.2345058626466,20.2684563758389,20.2684563758389,20.620992237597,21.325744894543,21.325744894543,21.325744894543,21.3230355943586,21.3230355943586,23.40140609307,23.40140609307,23.6228455559311,23.6228455559311,24.2476060191518,24.8993288590604,24.9411764705882,24.9411764705882,24.9411764705882
