Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27
"Grenada",20,20,NaN,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,26.6666666666667,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667
"Guatemala",12.5,12.5,7.07964601769912,8.84955752212389,8.84955752212389,8.84955752212389,8.22784810126582,8.22784810126582,8.22784810126582,8.22784810126582,12.0253164556962,12.0253164556962,12.0253164556962,12.0253164556962,13.2911392405063,13.2911392405063,13.2911392405063,13.2911392405063,13.9240506329114,13.9240506329114,12.6582278481013,12.6582278481013,19.375,19.375,19.375
"Guyana",NaN,NaN,18.4615384615385,18.4615384615385,18.4615384615385,20,20,30.7692307692308,30.7692307692308,28.9855072463768,28.9855072463768,30,30,30,31.3432835820896,31.3432835820896,31.3432835820896,31.3432835820896,30.4347826086957,30.4347826086957,31.8840579710145,31.8840579710145,31.8840579710145,35.7142857142857,35.7142857142857
"High income",15.8881256133464,15.9760995200314,16.963119284494,NaN,17.8871670211688,18.5356998789835,19.0386893012238,19.5767195767196,20.1034383679724,20.6079143567196,21.4156425645423,21.631138180434,22.1524407650585,22.237017310253,22.8182164634146,23.3371126228269,24.7618149231205,25.3006253006253,25.9355210132412,25.9628281279939,27.2718474789509,27.9229448788861,29.0562440419447,30.0448430493273,30.7502374169041
"Honduras",NaN,9.375,9.375,9.375,9.375,5.46875,5.46875,5.46875,23.4375,23.4375,23.4375,23.4375,17.96875,17.96875,19.53125,19.53125,NaN,25.78125,25.78125,25.78125,NaN,21.09375,21.09375,21.09375,27.34375
"Heavily indebted poor countries (HIPC)",8.93956670467503,9.34030045721751,9.11934552454283,NaN,11.9157472417252,13.515298261061,13.5213444079583,14.0574536800952,16.8959653733189,17.1120558761008,17.6344743276284,17.5921605226318,17.7140255009108,18.3136327817179,20.3537077257214,21.4983216356424,22.1052631578947,22.1501976284585,23.8495575221239,24.0289469797666,24.309313585873,24.0502672251914,24.1226121723678,25.2358125869801,26.4526484751204
"Croatia",7.8740157480315,7.8740157480315,7.8740157480315,20.5298013245033,20.5298013245033,20.5298013245033,NaN,21.7105263157895,21.7105263157895,21.7105263157895,20.9150326797386,20.9150326797386,23.5294117647059,23.5294117647059,23.841059602649,23.841059602649,23.841059602649,23.841059602649,15.2317880794702,12.5827814569536,18.5430463576159,18.5430463576159,20.5298013245033,31.1258278145695,31.1258278145695
"Haiti",3.6144578313253,3.6144578313253,3.6144578313253,NaN,3.6144578313253,3.6144578313253,3.6144578313253,3.6144578313253,3.6144578313253,2.04081632653061,4.08163265306122,4.08163265306122,4.08163265306122,11.1111111111111,4.21052631578947,4.21052631578947,4.21052631578947,4.21052631578947,4.21052631578947,0,2.54237288135593,2.54237288135593,2.54237288135593,NaN,NaN
"Hungary",11.3989637305699,8.29015544041451,8.29015544041451,8.29015544041451,8.29015544041451,9.06735751295337,9.84455958549223,9.09090909090909,9.09090909090909,10.3626943005181,11.139896373057,11.139896373057,11.139896373057,9.06735751295337,8.80829015544041,8.80829015544041,8.80829015544041,10.0502512562814,10.1010101010101,10.1010101010101,10.0502512562814,12.5628140703518,12.5628140703518,12.0603015075377,13.0653266331658
"IBRD only",9.28589242663563,12.6757607555089,12.5875672885481,12.7028539451595,13.1115072291543,14.4545831605143,13.9650221874184,14.8755081300813,14.4687080639258,15.1577669902913,15.9213201004424,16.3547746555148,17.3006062046832,17.6432445178024,17.9595278246206,19.2770373864843,20.3939393939394,21.0090829911659,21.2767295597484,21.754197287447,22.2905129921499,22.9814781514116,23.5428370786517,24.2715038033938,24.5936271345578
"IDA & IBRD total",8.70701369290269,10.9428674742361,11.0254016606888,11.433773752276,11.990240501917,13.2703112458753,13.0452777087989,13.8327844133169,14.5051709821092,15.0020658828832,15.9139623209115,16.4994425863991,17.2442756454735,17.4158523344191,18.185089234312,19.2862190812721,19.9911803616052,20.4162102957284,21.1163465023559,21.4540744889387,21.8621778011573,22.1928339681196,22.5355557885173,23.5006380263718,24.0235971427556
"IDA total",7.72695285010556,7.77877123515136,NaN,NaN,NaN,11.1180904522613,11.4505544240778,12.0968594691763,14.5643564356436,14.7490880410135,15.9014898145333,16.7330677290837,17.1544946481008,17.0541908869304,18.5198426885949,19.299947099277,19.3707991038088,19.5740544361965,20.8982035928144,21.0294987744062,21.2795894719417,21.0657071875268,21.042588255703,22.3161301924114,23.1483150117138
"IDA blend",NaN,NaN,NaN,NaN,NaN,10.6394707828004,10.6744298884037,11.5544041450777,12.1761658031088,12.4123043712898,13.1434830230011,13.578947368421,13.9018087855297,13.7842023748064,14.1231246766684,14.3666323377961,18.9073634204276,18.8950789229341,18.5543278084714,18.646408839779,19.0344827586207,19.1021530004581,18.9189189189189,21.0694698354662,20.9344938158497
"Indonesia",11.4,11.4,NaN,8,8,8,8,11.2727272727273,11.2727272727273,11.2727272727273,11.6363636363636,11.6363636363636,17.8571428571429,18.0357142857143,18.2142857142857,18.5714285714286,18.5714285714286,16.9369369369369,17.1171171171171,17.1171171171171,19.8214285714286,19.8214285714286,17.3913043478261,20.3478260869565,21.0434782608696
"IDA only",8.11091854419411,8.08411214953271,7.96232876712329,9.63237893248497,NaN,11.2593556784901,11.6865869853918,12.2359505779195,15.1285189718482,15.2714113389626,16.5277950503669,17.4472649267072,17.8844815588031,17.779814411731,19.4381415451108,20.3191489361702,19.4841408156152,19.733682602052,21.4330741752469,21.5653794388653,21.77248410215,21.5173867228662,21.5386261502247,22.6214461607343,23.6904094223219
"India",7.15596330275229,8.10313075506446,8.44036697247707,9.00735294117647,8.83977900552486,8.83977900552486,8.83977900552486,8.25688073394496,8.28729281767956,8.25688073394496,9.05730129390018,9.05730129390018,10.8256880733945,10.8256880733945,11.0091743119266,11.0091743119266,11.0091743119266,11.4180478821363,11.9705340699816,11.9705340699816,11.8081180811808,11.8081180811808,14.3911439114391,14.3646408839779,14.4444444444444
"Ireland",12.0481927710843,12.0481927710843,12.0481927710843,12.0481927710843,12.0481927710843,13.2530120481928,13.2530120481928,13.2530120481928,13.2530120481928,13.2530120481928,13.2530120481928,13.2530120481928,13.9393939393939,13.9393939393939,15.0602409638554,15.0602409638554,15.6626506024096,15.6626506024096,16.2650602409639,22.1518987341772,22.1518987341772,22.1518987341772,22.1518987341772,22.5,22.5
"Iran, Islamic Rep.",4.88721804511278,4.88721804511278,4.88721804511278,3.44827586206897,3.44827586206897,4.13793103448276,4.13793103448276,4.13793103448276,4.13793103448276,4.13793103448276,4.13793103448276,2.7972027972028,2.75862068965517,2.75862068965517,2.75862068965517,3.10344827586207,3.10344827586207,3.10344827586207,3.10344827586207,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,5.59440559440559,5.59440559440559
"Iraq",6.4,6.4,6.4,7.6,7.6,7.6,NaN,NaN,NaN,25.4545454545455,25.4545454545455,25.4545454545455,25.4545454545455,25.2307692307692,25.2307692307692,25.2307692307692,25.2307692307692,25.3048780487805,26.5243902439024,26.5243902439024,25.3048780487805,25.2279635258359,25.2279635258359,26.4437689969605,28.8753799392097
"Iceland",25.3968253968254,25.3968253968254,34.9206349206349,34.9206349206349,34.9206349206349,34.9206349206349,30.1587301587302,30.1587301587302,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,42.8571428571429,42.8571428571429,39.6825396825397,39.6825396825397,39.6825396825397,39.6825396825397,41.2698412698413,47.6190476190476,38.0952380952381,38.0952380952381,38.0952380952381,38.0952380952381,47.6190476190476
"Israel",7.5,7.5,11.6666666666667,12.5,13.3333333333333,14.1666666666667,15,15,15,14.1666666666667,14.1666666666667,14.1666666666667,18.3333333333333,19.1666666666667,20,20,22.5,22.5,26.6666666666667,26.6666666666667,27.5,27.5,23.3333333333333,27.5,28.3333333333333
"Italy",11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,9.84126984126984,9.84126984126984,11.4886731391586,11.525974025974,11.525974025974,17.3015873015873,17.3015873015873,21.2698412698413,21.2698412698413,21.2698412698413,21.5873015873016,21.4285714285714,31.4285714285714,31.4285714285714,30.952380952381,30.952380952381,30.952380952381,35.7142857142857,35.7142857142857,35.7142857142857,35.7142857142857
"Jamaica",11.6666666666667,13.5593220338983,13.3333333333333,13.3333333333333,13.3333333333333,NaN,11.6666666666667,11.6666666666667,11.6666666666667,11.6666666666667,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,12.6984126984127,12.6984126984127,12.6984126984127,12.6984126984127,12.6984126984127,17.4603174603175,17.4603174603175,17.4603174603175,17.4603174603175,28.5714285714286,28.5714285714286
"Jordan",0,0,0,0,1.25,1.25,5.45454545454545,5.45454545454545,5.45454545454545,5.45454545454545,6.36363636363636,6.36363636363636,6.36363636363636,10.8333333333333,10.8333333333333,10.8333333333333,12.1621621621622,12,12,15.3846153846154,15.3846153846154,15.3846153846154,15.3846153846154,11.5384615384615,11.5384615384615
"Japan",4.6,4.6,4.6,7.29166666666667,7.29166666666667,7.29166666666667,7.08333333333333,7.08333333333333,8.95833333333333,9.375,9.375,9.375,11.25,11.25,10.8333333333333,7.91666666666667,8.125,8.125,9.47368421052632,9.47368421052632,10.1075268817204,10.1075268817204,10.1075268817204,9.89247311827957,9.67741935483871
"Kazakhstan",13.4328358208955,13.4328358208955,10.8108108108108,10.3896103896104,10.3896103896104,10.3896103896104,10.3896103896104,10.3896103896104,10.3896103896104,10.3896103896104,15.8878504672897,15.8878504672897,17.7570093457944,17.7570093457944,17.7570093457944,24.2990654205607,24.2990654205607,25.2173913043478,26.1682242990654,27.1028037383178,27.1028037383178,27.1028037383178,27.1028037383178,27.1028037383178,27.1028037383178
"Kenya",2.97029702970297,3.6036036036036,3.57142857142857,3.57142857142857,3.57142857142857,3.57142857142857,7.14285714285714,7.14285714285714,7.14285714285714,7.30593607305936,7.2463768115942,9.82142857142857,9.82142857142857,9.82142857142857,9.82142857142857,9.82142857142857,18.5714285714286,19.1428571428571,19.7142857142857,19.7142857142857,21.7765042979943,21.7765042979943,21.7765042979943,21.7765042979943,21.6138328530259
"Kyrgyz Republic",1.42857142857143,1.42857142857143,1.42857142857143,2.32558139534884,10,10,10,10,0,0,25.5555555555556,25.5555555555556,25.5555555555556,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,19.1666666666667,19.1666666666667,19.1666666666667,19.1666666666667,19.1666666666667,16.5217391304348,20.4545454545455
"Cambodia",5.83333333333333,5.83333333333333,8.19672131147541,7.37704918032787,7.37704918032787,7.37704918032787,9.75609756097561,9.75609756097561,9.75609756097561,9.75609756097561,19.5121951219512,16.260162601626,21.1382113821138,21.1382113821138,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20.3252032520325,20,20,20,21.6
"Kiribati",0,0,4.8780487804878,4.8780487804878,4.76190476190476,4.76190476190476,NaN,4.76190476190476,4.76190476190476,7.14285714285714,4.34782608695652,4.34782608695652,4.34782608695652,4.34782608695652,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,6.52173913043478,6.52173913043478,6.52173913043478,6.52173913043478,8.88888888888889,6.66666666666667
"St. Kitts and Nevis",13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,0,0,0,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,13.3333333333333,25,25
"Korea, Rep.",3.01003344481605,3.67892976588629,3.67892976588629,5.86080586080586,5.86080586080586,5.86080586080586,5.86080586080586,13.0434782608696,13.3779264214047,13.3779264214047,14.38127090301,13.7123745819398,14.7157190635452,14.7157190635452,14.7157190635452,15.6666666666667,15.6666666666667,16.3333333333333,16.3333333333333,17,17,17,16.6666666666667,19,19
"Kuwait",0,0,0,0,0,0,0,0,1.53846153846154,1.53846153846154,1.53846153846154,3.07692307692308,7.69230769230769,7.69230769230769,7.69230769230769,6.15384615384615,6.15384615384615,1.53846153846154,1.53846153846154,2,3.07692307692308,3.07692307692308,4.61538461538462,6.34920634920635,1.53846153846154
"Latin America & Caribbean (excluding high income)",14.182534471438,16.7614586818334,14.7397943284512,15.6396621832968,15.0614091790562,16.908650937689,19.5454545454545,20.0739266420244,21.0631040363843,21.1781206171108,21.9977553310887,23.2577665827036,24.0545050055617,24.4110133409026,24.5046050795423,26.1791794585543,27.5901545506583,29.2379900607399,29.7979797979798,30.8349407550289,31.0462149135242,32.9865863673693,33.5158817086528,34.7863005943957,36.0352673492605
"Lao PDR",NaN,21.2121212121212,21.2121212121212,21.2121212121212,21.2121212121212,22.9357798165138,22.9357798165138,22.9357798165138,22.9357798165138,25.2173913043478,25.2173913043478,25.2173913043478,25.2173913043478,25.2173913043478,25,25,25,25,25,27.5167785234899,27.5167785234899,27.5167785234899,27.5167785234899,27.5167785234899,21.9512195121951
"Lebanon",2.34375,2.34375,2.34375,2.34375,2.34375,2.34375,2.34375,2.34375,4.6875,4.6875,4.6875,4.6875,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,3.125,4.6875,4.6875,4.6875,4.6875
"Liberia",NaN,NaN,NaN,7.8125,7.8125,7.8125,7.8125,5.26315789473684,12.5,12.5,12.5,12.5,12.5,12.5,9.58904109589041,10.958904109589,10.958904109589,10.958904109589,10.958904109589,10.958904109589,9.85915492957746,12.3287671232877,12.3287671232877,12.3287671232877,10.958904109589
"Libya",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.73684210526316,7.69230769230769,7.69230769230769,7.69230769230769,7.69230769230769,7.69230769230769,NaN,16.5,16.5,15.9574468085106,15.9574468085106,15.9574468085106,15.9574468085106,15.9574468085106,15.9574468085106,15.9574468085106,15.9574468085106
"St. Lucia",11.7647058823529,11.7647058823529,11.1111111111111,11.1111111111111,NaN,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,0,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,11.1111111111111
"Latin America & Caribbean",13.1321370309951,15.3548743441038,14.3351985078604,15.1574254667038,14.3748304854896,16.1181653278051,18.4690157958688,19.0094683175528,20.2086365841824,20.3406092588151,21.1068519405846,22.1611283767631,22.7012863268223,23.0060606060606,23.0346475507766,24.4858919177427,25.7512826777425,27.4607703281027,27.9011099899092,28.8011350200993,29.7405189620759,31.196083003031,31.669776119403,32.757793764988,34.4088610642909
"Least developed countries: UN classification",8.44262295081968,8.58941132913736,8.32113736148861,10.0179604869288,NaN,12.0772946859903,12.4826869806094,12.8252501924557,15.7776530039304,16.0038663352665,17.1088484153162,18.8746244195575,19.5108984582669,19.3637439200736,20.9451936162316,21.5290086257828,21.0554300146218,21.2765957446809,23.191899710704,23.221906116643,23.1153496821072,22.9363350278383,23.0285855101035,24.3481644830717,25.2396994039907
"Low income",10.8231707317073,10.3979156797726,NaN,12.0881725527376,12.399565689468,13.6158057605332,12.991718426501,14.4397381594147,16.532465307521,16.9349315068493,17.1280276816609,17.1373102717967,16.6867159305723,17.6618163572504,19.1679299309416,19.503263811495,20,19.2307692307692,21.3765182186235,21.7560343431071,21.9493358047575,21.7913795866047,21.8739744010502,22.3250336473755,23.8144329896907
"Liechtenstein",4,4,4,4,12,12,12,12,24,24,24,24,24,24,24,24,20,20,20,20,12,12,12,12,28
"Sri Lanka",5.33333333333333,5.33333333333333,4.88888888888889,NaN,NaN,4.44444444444444,4.44444444444444,4.88888888888889,4.88888888888889,4.88888888888889,5.77777777777778,5.77777777777778,5.77777777777778,5.33333333333333,5.77777777777778,5.77777777777778,5.77777777777778,5.77777777777778,4.88888888888889,5.77777777777778,5.77777777777778,5.77777777777778,5.33333333333333,5.38116591928251,5.38116591928251
"Lower middle income",7.39151752880608,8.05919041213159,8.28220858895706,8.01580221740793,8.77540902330194,10.2433837429112,10.1734596147707,10.6644096487516,11.7964451967838,11.979057591623,13.1553554197491,14.655434892926,15.7726819541376,15.6654068032624,16.0792745629616,17.7716825877235,18.3780991735537,19.7527341892534,19.9980835569184,20.0788106752642,19.9334951020041,19.7662740801607,19.9089253187614,21.7504898758981,21.417293582242
"Low & middle income",9.49001747603665,11.780846977042,11.8366942476342,12.0480264973779,12.4719249570617,13.7459988278256,13.5472294612723,14.4338980335616,15.0260843075283,15.5210306934445,16.4522860937204,17.1859183443932,17.8242616189143,17.9883945841393,18.7052971716952,19.8004934034109,20.631086003122,21.0264167650531,21.7064771395076,22.0826995861484,22.259767687434,22.6814767346648,23.015873015873,23.9264242771257,24.404868765933
"Lesotho",4.61538461538462,3.75,3.79746835443038,3.79746835443038,3.79746835443038,NaN,11.6666666666667,11.6666666666667,11.6666666666667,11.6666666666667,23.5294117647059,25,24.1666666666667,24.1666666666667,24.1666666666667,26.6666666666667,26.6666666666667,26.6666666666667,25,25,22.1311475409836,22.1311475409836,23.3333333333333,23.3333333333333,23.3333333333333
"Late-demographic dividend",NaN,14.1730627694249,14.7490685952225,14.7582141687589,15.1123766907353,15.6899810964083,15.0797844235443,15.7863792258697,16.01638704643,16.0408560311284,16.7455061494797,17.0787371624192,17.2161520190024,17.2508525956802,17.6603135855788,18.2850758774788,18.9151470040938,19.1025152439024,19.3653221181419,19.8891860909439,20.7017202837982,21.4700561744264,21.9700492977397,22.1942814566452,22.9915088177662
"Lithuania",17.5182481751825,17.5182481751825,17.5182481751825,10.6382978723404,10.6382978723404,10.6382978723404,10.6382978723404,21.9858156028369,21.9858156028369,24.822695035461,22.6950354609929,17.7304964539007,19.1489361702128,19.1489361702128,19.1489361702128,24.4604316546763,24.113475177305,24.113475177305,23.4042553191489,21.2765957446809,21.2765957446809,21.2765957446809,21.2765957446809,26.9503546099291,27.6595744680851
"Luxembourg",20,20,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,23.3333333333333,20,20,25,21.6666666666667,28.3333333333333,28.3333333333333,28.3333333333333,28.3333333333333,28.3333333333333,20,25,30,35
"Latvia",9,9,17,17,17,18,21,21,21,19,20,20,22,20,23,23,23,18,18,18,16,31,30,30,29
"Morocco",0.615384615384615,0.615384615384615,0.615384615384615,0.615384615384615,0.615384615384615,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.7692307692308,10.4615384615385,10.4615384615385,10.4615384615385,10.4615384615385,16.9620253164557,16.9620253164557,16.9620253164557,16.9620253164557,16.9620253164557,20.5063291139241,20.5063291139241,20.5063291139241,20.5063291139241,20.5063291139241,22.7848101265823
"Monaco",5.55555555555556,22.2222222222222,22.2222222222222,22.2222222222222,22.2222222222222,22.2222222222222,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,25,26.0869565217391,26.0869565217391,19.047619047619,19.047619047619,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,20.8333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333
"Moldova",4.80769230769231,NaN,8.91089108910891,7.92079207920792,12.8712871287129,12.8712871287129,12.8712871287129,15.8415841584158,21.7821782178218,21.7821782178218,21.7821782178218,21.7821782178218,23.7623762376238,18.8118811881188,19.8019801980198,19.8019801980198,19.8019801980198,17.8217821782178,21.7821782178218,21.7821782178218,22.7722772277228,22.7722772277228,25.7425742574257,24.7524752475248,39.6039603960396
"Madagascar",3.73134328358209,NaN,8,8,8,NaN,3.75,6.875,6.875,6.875,7.8740157480315,7.8740157480315,NaN,12.5,12.5,17.4863387978142,17.4863387978142,20.5298013245033,20.5298013245033,20.5298013245033,19.205298013245,19.205298013245,15.8940397350993,17.8807947019868,17.8807947019868
"Maldives",6.25,6.25,NaN,6,6,6,6,6,12,12,12,12,6.49350649350649,6.49350649350649,6.49350649350649,6.49350649350649,6.49350649350649,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,5.88235294117647,4.59770114942529,4.59770114942529,4.59770114942529
"Middle East & North Africa",4,3.60421625297518,4.17367889599461,4.20701168614357,4.34346809221517,5.89606928714191,5.87635869565218,6.59195781147001,6.17154811715482,8.05774278215224,8.35291046724094,8.30070477682068,8.78099173553719,10.4260651629073,10.05291005291,13.1469979296066,15.936018957346,16.0878598990798,16.3846838824577,17.0850409836066,16.3021363173957,16.6793796084414,16.3636363636364,18.3291139240506,17.0085692028045
"Mexico",14.2,17.4,18.2,16,16,16,22.6,22.6,24.2,22.6,23.2,23.2,27.6,26.2,26.2,36.8,36.8,37.4,42.3694779116466,42.4,42.6,48.2,48.2,48.2,50
"Marshall Islands",NaN,NaN,NaN,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,6.06060606060606,6.06060606060606,6.06060606060606
"Middle income",9.13895765036462,12.1117660394468,12.2114803625378,12.0383583537873,12.4903325599381,13.7764182424917,13.6570639103515,14.4323640960809,14.5955738347043,15.1192214111922,16.2624544349939,17.1990288951302,18.1345207405671,18.079544393614,18.5781727297973,19.8865732202139,20.8137640180198,21.506734006734,21.8029449363193,22.1739523938818,22.3513858497447,22.9357378249725,23.3285406182602,24.3590909090909,24.5608460805229
"North Macedonia",3.33333333333333,3.33333333333333,7.5,6.66666666666667,6.66666666666667,17.5,18.3333333333333,19.1666666666667,19.1666666666667,28.3333333333333,29.1666666666667,31.6666666666667,32.5,32.5,30.8943089430894,32.520325203252,34.1463414634146,33.3333333333333,33.3333333333333,33.3333333333333,37.5,38.3333333333333,39.1666666666667,39.1666666666667,41.6666666666667
"Mali",12.2448979591837,12.2448979591837,12.2448979591837,12.2448979591837,12.2448979591837,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,10.2040816326531,NaN,9.52380952380952,8.84353741496599,8.84353741496599,8.84353741496599,8.84353741496599,9.52380952380952,27.891156462585,27.2727272727273
"Malta",5.79710144927536,5.79710144927536,9.23076923076923,9.23076923076923,9.23076923076923,9.23076923076923,7.69230769230769,9.23076923076923,9.23076923076923,9.23076923076923,9.23076923076923,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,8.69565217391304,14.2857142857143,14.2857142857143,12.8571428571429,12.8571428571429,11.9402985074627,11.9402985074627,14.9253731343284,13.4328358208955,13.4328358208955
"Myanmar",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.29447852760736,3.54430379746835,6.03248259860789,6.03248259860789,5.59440559440559,12.6934984520124,9.93071593533487,10.161662817552,10.161662817552,11.3163972286374,16.8253968253968,15.2941176470588
"Middle East & North Africa (excluding high income)",3.9198606271777,3.49361382419234,3.87914957105557,3.88170055452865,3.99556048834628,5.67846607669617,6.01443464314355,6.95721711315475,6.40907697025453,8.63242574257427,8.84900990099011,8.76703841387857,9.0853472009789,10.9831709477414,10.5087014725569,14.1674333026679,16.4200649584987,16.7510853835022,16.9019182048498,17.5671596740115,16.5814023472766,16.9374247894104,16.2686567164179,18.4320766008378,17.0219338894038
"Montenegro",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.64197530864197,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,12.3456790123457,17.2839506172839,16.0493827160494,17.2839506172839,17.2839506172839,23.4567901234568,23.4567901234568,23.4567901234568,28.3950617283951,22.2222222222222,24.6913580246914
"Mongolia",7.89473684210526,7.89473684210526,7.89473684210526,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,6.75675675675676,6.66666666666667,6.57894736842105,6.57894736842105,4.16666666666667,3.94736842105263,3.94736842105263,3.94736842105263,14.8648648648649,14.8648648648649,14.8648648648649,14.4736842105263,17.1052631578947,17.1052631578947,17.1052631578947,17.3333333333333,17.3333333333333,17.1052631578947
"Mozambique",25.2,25.2,NaN,30,30,30,30,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2,39.2,NaN,39.6,39.6,39.6,39.6,41.2,42.4,42.4
"Mauritania",1.26582278481013,3.79746835443038,3.79746835443038,3.79746835443038,NaN,NaN,3.7037037037037,3.7037037037037,NaN,17.8947368421053,22.1052631578947,22.1052631578947,22.1052631578947,22.1052631578947,22.1052631578947,22.1052631578947,NaN,25.1700680272109,25.1700680272109,25.1700680272109,25.1700680272109,20.2614379084967,20.2614379084967,20.2614379084967,20.2614379084967
"Mauritius",7.57575757575758,7.57575757575758,7.57575757575758,5.71428571428571,5.71428571428571,5.71428571428571,5.71428571428571,5.71428571428571,17.1428571428571,17.1428571428571,17.1428571428571,17.1428571428571,17.1428571428571,18.8405797101449,18.8405797101449,18.8405797101449,18.8405797101449,18.8405797101449,11.5942028985507,11.5942028985507,11.5942028985507,11.5942028985507,20,20,20
"Malawi",5.64971751412429,5.64971751412429,8.29015544041451,9.32642487046632,9.32642487046632,9.32642487046632,9.32642487046632,13.9896373056995,13.6125654450262,13.6125654450262,12.9533678756477,12.9533678756477,20.8333333333333,20.8333333333333,22.279792746114,22.279792746114,22.279792746114,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,22.9166666666667,22.9166666666667,22.9166666666667
"Malaysia",7.8125,7.8125,NaN,10.3626943005181,10.3626943005181,10.3626943005181,10.4712041884817,9.1324200913242,9.1324200913242,9.1324200913242,10.0456621004566,10.8108108108108,9.90990990990991,9.90990990990991,10.4072398190045,10.4072398190045,10.3603603603604,10.3603603603604,10.3603603603604,10.3603603603604,10.3603603603604,13.9013452914798,14.4144144144144,14.8648648648649,14.8648648648649
"North America",15.3532608695652,15.3532608695652,16.3043478260869,NaN,16.7119565217391,16.5760869565218,16.8478260869565,17.4966352624495,17.6312247644683,18.1695827725438,18.6486486486487,19.1117092866757,18.9771197846568,18.9771197846568,20.1079622132254,20.7547169811321,20.6756756756757,21.6981132075472,22.279792746114,22.1789883268483,22.3667100130039,25,25.8777633289987,28.1413612565445,28.8860103626943
"Namibia",22.2222222222222,22.2222222222222,22.2222222222222,25,25,25,26.3888888888889,25,26.9230769230769,26.9230769230769,26.9230769230769,26.9230769230769,26.9230769230769,24.3589743589744,24.3589743589744,24.3589743589744,24.3589743589744,NaN,41.3461538461538,41.3461538461538,41.3461538461538,46.1538461538462,42.7083333333333,43.2692307692308,44.2307692307692
"Niger",1.20481927710843,1.20481927710843,NaN,1.20481927710843,1.20481927710843,1.20481927710843,1.20481927710843,12.3893805309735,12.3893805309735,12.3893805309735,12.3893805309735,12.3893805309735,9.73451327433628,NaN,13.2743362831858,13.2743362831858,13.2743362831858,13.2743362831858,13.2743362831858,14.6198830409357,16.9590643274854,16.9590643274854,16.9590643274854,16.9590643274854,25.9036144578313
"Nigeria",NaN,NaN,NaN,3.41880341880342,3.41880341880342,3.41880341880342,4.72222222222222,4.72222222222222,6.38888888888889,6.11111111111111,6.98324022346369,6.98324022346369,6.98324022346369,6.98324022346369,6.81818181818182,6.66666666666667,6.66666666666667,6.66666666666667,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,3.38028169014084,7.22222222222222,3.61111111111111
