Date,Adriatic Sea,Andaman Sea,Arabian Sea,Atlantic Ocean,Baltic Sea,Bay Bengal,Bering Sea,Caribbean Sea,Gulf Mexico,Indian Ocean,Indonesian,Mediterranean,Nino,North Atlantic,North Pacific,North Sea,Pacific Ocean,Persian Gulf,Sea Japan,Sea Okhotsk,South China,Southern Ocean,Tropics,World,Yellow Sea
04/09/2020,-29.83,,,62.28,134.57,,,42.63,,,,,,13.3,,,,,,,,,,,-0.22
04/10/1996,-33.31,,,,,,,,,,,,,,,,,,,,,,,,
04/10/1997,,,,,156.85,,,,,,,,,,,,,,,,,,,,
04/10/2002,-21.32,,76.63,-27.36,-50.8,,-52.75,-53.16,,17.98,,,,-92.03999999999999,-38.73,,,-46.07,,23.119999999999997,-32.53,32.69,3.01,3.86,-118.6
04/10/2003,-72.21,,,,50.25,-6.23,,,,,,,,,,,,,,,,,,,
04/10/2004,-33.51,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2008,-37.91,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2009,,,,,-53.95,,,,,,,,,,,,,,,,,,,,
04/10/2011,,,,,,,,,,,,,,,,68.84,,,,0.11,,,,,
04/10/2013,,,,,-243.9,,,,,,,,,,,,,,,,63.87,,,,
04/10/2014,36.13,,,,,,,11.34,,,,,,,,,,,,,,,,,
04/10/2015,,,,,59.15,,,,,,,,,,,6.99,,,,,,,,,
04/10/2017,,,,,,,31.42,,,,,,,,,58.99,,,,,,,,,
04/10/2021,,96.08,,,,90.48,,,,,,-35.47,,,,,,,9.4,29.83,,,,,
04/11/1997,,-137.04,40.04,-28.41,,-13.23,29.45,,-40.85,-3.03,-24.29,-130.28,17.97,-61.73,-56.51,26.51,-4.28,-52.67,-71.35,29.71,-87.9,11.47,-11.64,-12.75,
04/11/2003,,-127.44,53.54,1.49,,,-34.95,23.12,-33.85,26.67,14.31,-63.88,-8.33,-46.03,-29.21,-15.89,6.62,22.03,-80.95,-17.89,-39.0,28.67,8.86,7.15,-100.51
04/11/2004,,,,,,,,,,,,,,,,,,,-76.47,,,,,,
04/11/2009,,-24.65,95.28,13.82,,45.17,-28.28,-34.56,-18.24,38.82,115.28,-91.47,22.27,-33.09,-19.19,-65.91,15.46,37.43,-68.2,-25.48,48.29,41.86,23.75,19.84,
04/11/2013,,,98.49,23.55,,41.74,-13.78,,,48.78,138.81,,21.06,-52.51,-15.43,-38.76,27.9,,,,,65.99,33.11,32.16,-33.09
04/11/2015,,-41.35,111.38,31.72,,65.27,25.32,12.84,-10.64,65.62,50.48,-66.37,76.47,-15.49,10.61,,47.96,19.33,-63.9,14.72,21.59,69.86,48.65,45.04,-69.54
04/11/2016,,-31.65,,,-62.35,,,,,,4.88,-28.57,,,,-68.01,,,,,,,,,
04/11/2021,,,126.97,66.68,213.87,,-6.5,28.23,63.56,65.17,172.58,,70.06,27.8,55.93,112.9,68.88,62.27,,,70.9,89.09,69.4,68.28,-4.72
04/12/1997,-163.51,,,,,,,-47.88,,,,,,,,,,,,,,,,,-133.01
04/12/1998,,-118.64,73.44,,-346.65,-34.93,,,-43.45,32.67,-34.29,-73.98,-24.53,,-70.11,-193.69,-16.68,,-77.25,-49.99,,20.17,-7.64,-9.15,
04/12/2003,,-70.59,52.19,,,15.24,,,-51.6,,,-58.62,,,,,,1.43,-74.67,-23.09,-26.03,,,,
04/12/2004,,-66.53,82.23,-7.06,-304.55,47.91,-44.93,-69.36,-88.85,48.95,43.620000000000005,-128.6,10.83,-102.94,-81.24000000000001,-81.36,37.019999999999996,-74.67,-74.35,-83.58,-80.03,79.66,25.17,21.61,-164.8
04/12/2009,,,,,,,,,,,,,,,,,,,,,,,,,-57.94
04/12/2010,,30.25,,,-66.55,29.17,,,,,,,,,,-25.21,,27.73,,,28.59,,,,
04/12/2013,,-3.39,,,,,,9.02,-5.7,,,32.18,,,,,,,-45.97,0.21,,,,,
04/12/2015,-33.97,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2016,,-31.42,265.04999999999995,80.0,-70.43,172.35000000000002,30.42,72.67,69.22,147.09,14.08,-35.87,43.03,-15.69,12.04,-57.5,94.94,123.9,69.0,104.85,-44.11,168.85,96.25,97.72,8.14
04/12/2021,-35.73,,,,,,,,,,,,,,,,,,,,,,,,
04/13/1998,,,,-13.41,,,-45.85,-33.98,,,,,,-57.83,,,,-3.27,,,-78.0,,,,-67.61
04/13/2003,-29.71,,,-0.75,33.8,,-40.98,19.42,,18.08,3.01,,-7.74,-52.61,-31.03,-47.16,7.3,,,,,24.29,9.31,5.46,-102.79
04/13/2004,-43.21,,,,,,,,,,,,,,,-104.09,,-49.47,,,,,,,
04/13/2005,-18.01,,,,,,,,,,,,,,,,,,,,,,,,
04/13/2009,-43.37,,,,,,,,,,,,,,,,,,,,,,,,
04/13/2010,,,92.88,16.02,,,-36.78,10.14,-60.54,41.42,61.38,-112.97,34.67,-55.49,-7.09,,22.86,,-34.2,-15.48,,41.46,31.75,24.04,-34.54
04/13/2011,,,,,154.95,,,,,,,,,,,,,,,,,,,,
04/13/2016,39.5,,,,,,,,,,,,,,,,,,,,,,,,
04/13/2017,,,,,,,,,,,,,,,,,,-21.13,,,,,,,
04/14/1993,,-74.24,44.64,,-249.25,-40.63,,,,,,-94.28,,,,-150.09,,-98.57,-21.55,-39.29,-31.8,,,,
04/14/1998,-0.01,,,,,,,,,,,,,,,,,,,,,,,,
04/14/1999,,8.86,6.74,,-102.45,-5.73,-74.45,,-15.55,-4.43,,-73.78,-35.23,,,-118.69,-8.28,-113.67,-41.35,-32.99,-9.6,25.47,-10.54,-5.05,
04/14/2000,,,,,-181.35,,,,,,,,,,,,,,,,,,,,
04/14/2005,,14.71,41.89,32.64,-309.25,-6.99,-41.48,-9.28,-30.85,47.95,38.620000000000005,-131.1,23.23,-80.34,-25.03,-184.45,29.72,16.33,-45.17,-31.59,-121.43,95.06,25.27,27.61,
04/14/2010,-73.47,,,,,,,,,,,,,,,,,,,,,,,,
04/14/2011,,24.75,74.68,17.52,,60.57,-15.98,,-43.04,37.72,164.68,-96.77,32.87,-47.99,-28.99,30.49,13.36,-28.97,-92.9,-13.58,1.39,54.16,20.05,19.34,
04/14/2012,,,,,-2.65,,,,,,,,,,,,,,,,,,,,
04/14/2013,,,,,,,,,,,,,,,,,,20.93,,,,,,,
04/14/2017,,15.78,103.67,54.38,122.87,62.88,31.2,34.33,51.16,50.47,93.68,-48.27,37.56,13.3,-5.87,74.4,45.98,,0.1,23.53,18.8,77.19,50.9,48.58,
04/15/1993,,,,-27.31,,,-31.55,-41.28,-41.25,-30.53,-58.79,,-12.43,-61.63,-47.31,,-20.88,,,,,-11.93,-23.84,-25.95,-72.61
04/15/1994,,,,,-71.05,,,,,,,,,,,,,,,,,,,,
04/15/1999,-82.41,,,-0.21,,,,-15.98,,,128.61,,,-19.53,-34.41,,,,,,,,,,-69.31
04/15/2000,,6.86,17.84,-1.41,,39.27,,,-6.35,6.97,142.51,24.52,-6.43,,-45.51,-145.09,-6.88,-59.17,-73.45,9.11,-21.6,25.87,-5.84,-2.25,
04/15/2005,,-31.64,45.34,,,,-29.05,-10.58,,,,,,,-23.61,,,-14.77,-43.95,-23.79,,,,,-178.8
04/15/2006,,-5.79,,,,,,,,,,,,,,,,,,,,,,,
04/15/2009,,,,,,,,,,,,,,,,,,,,,6.67,,,,
04/15/2011,-77.47,,,,,,,0.04,,,,,,,,,,,,,,,,,-134.14
04/15/2012,,36.75,97.28,34.52,,88.87,-31.58,,20.96,43.02,137.58,2.13,32.07,-19.39,-26.19,-86.31,17.66,32.93,-72.9,-10.38,21.29,53.36,31.85,27.84,
04/15/2017,,,,,,,,,,,,,,,,,,,,,,,,,-20.12
04/15/2018,,-28.32,,,,,,,,,,,,,,,,,-80.1,,,,,,
04/16/1993,-104.51,,,,,,,,,,,,,,,,,,,,,,,,
04/16/1994,,-47.54,50.94,-26.01,,3.97,-36.55,,-55.85,-7.83,-6.19,-91.78,-19.73,-79.33,-42.51,-151.19,-8.68,24.43,-47.05,-46.79,-45.7,8.67,-12.44,-14.05,
04/16/2000,67.19,,,,,,-64.75,-71.58,,,,,,-20.03,,,,,,,,,,,-99.81
04/16/2005,-10.71,,,,,,,,,,,,,,,,,,,,,,,,
04/16/2006,,,42.79,-1.25,-60.5,27.34,-62.08,-44.28,-36.7,20.18,123.71,-20.02,4.86,-50.61,-33.53,-46.86,15.3,-28.17,-71.37,-7.09,-6.53,35.79,14.41,11.56,-77.59
04/16/2009,-15.91,-7.49,96.19,18.65,-134.6,24.14,-24.28,-32.38,-5.7,38.98,116.01,-75.42,19.26,-27.71,-19.43,-65.36,13.3,33.83,-47.27,-20.59,,40.29,23.81,19.16,-90.29
04/16/2012,69.73,,,,,,,-7.16,,,,,,,,,,,,,,,,,-83.74
04/16/2017,-58.13,,,,,,,,,,,,,,,,,,,,,,,,
04/16/2018,,,97.37,58.98,-171.53,47.78,-3.7,19.73,47.16,64.97,79.68,-3.37,54.96,4.5,9.03,-33.8,45.98,43.27,,-5.97,-7.2,79.69,50.8,50.68,-82.32
04/17/1994,-56.51,,,,,,,-31.08,,,,,,,,,,,,,,,,,-53.61
04/17/1995,,,,,196.15,,,,,,,,,,,-104.19,,-19.77,,,,,,,
04/17/2001,,-40.64,,,-142.65,15.47,,,,,,-121.28,,,,-103.59,,-43.47,,,,,,,
04/17/2007,,,71.59,,,34.04,,,-44.6,,53.11,-97.62,,,,,,,-28.77,,-25.93,,,,
04/17/2010,-51.51,36.61,73.79,,,,-42.48,,-35.1,,64.31,-62.82,,,,,,,0.33,-7.29,45.17,,,,
04/17/2013,,53.05,95.88,,-199.95,48.77,,,2.96,38.52,,-21.77,,,,0.99,,10.13,-9.5,,47.49,,,,
04/17/2018,6.47,,,,,,,,,,,,,,,,,,,,,,,,
04/17/2019,,-41.22,108.07,,-46.43,28.18,0.4,,33.26,65.97,50.58,23.63,54.96,,18.23,34.7,54.68,,-10.5,,24.7,76.79,61.0,56.78,
04/18/1995,,16.16,73.04,-9.71,,4.77,-11.75,-29.38,-40.15,2.97,-1.19,-74.68,-12.83,-41.43,-35.71,,-12.18,,-35.45,-5.19,-68.6,7.87,-7.94,-8.95,-52.01
04/18/1996,,-27.94,,,-250.65,-14.93,,,,,,-90.98,,,,-117.99,,,,11.21,-29.3,,,,
04/18/2001,,,40.24,-12.51,,,-102.15,-26.78,-44.45,10.07,90.41,,-13.03,-59.63,-51.01,,0.12,,-92.15,-41.69,-10.8,30.77,-3.24,-2.55,-78.31
04/18/2002,,,,,-136.45,,,,,,,,,,,,,,,,,,,,
04/18/2006,-19.01,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2007,,38.61,,2.55,80.2,,-17.98,-27.78,,36.48,,,2.56,-49.61,-29.53,-11.46,20.3,-38.87,,15.41,,41.49,20.31,16.86,-55.59
04/18/2008,,36.41,56.59,,,39.74,,,-35.2,,119.01,23.68,,,,,,14.83,-23.47,-4.79,,,,,
04/18/2010,,,,15.85,-97.6,29.04,,4.22,,45.48,,,36.86,-51.71,-12.93,-60.06,27.0,-51.97,,,,47.29,34.51,26.86,-1.99
04/18/2011,-53.81,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2013,-20.27,,,29.82,,,-1.28,17.54,,,151.78,,28.27,-29.99,-5.79,,30.56,,,5.92,,55.46,38.25,33.34,-1.64
04/18/2014,,,,,80.85,,,,,,,,,,,,,74.13,,,,,,,
04/18/2017,,,,,,,,,,,106.58,,,,,,,,,,,,,,
04/18/2019,,,,63.18,,,,38.73,,,,,,17.0,,,,-37.63,,35.33,,,,,-11.72
04/18/2020,,20.68,160.97,56.78,171.67,47.18,10.4,,102.16,72.47,73.58,-36.37,64.56,,23.23,48.0,58.48,,-14.0,6.83,27.3,78.99,64.2,59.68,-33.22
04/19/1995,-63.01,,,,,,,,,,,,,,,,,,,,,,,,
04/19/1996,,,43.34,-23.51,,,-11.85,-76.08,-107.85,-6.13,46.21,,-13.63,-65.43,-44.81,,-10.68,-30.67,-75.15,,,3.47,-11.84,-14.45,-91.11
04/19/2002,,-200.32999999999998,103.53,,-129.5,-64.69,-60.28,,-66.95,22.75,14.61,37.6,-9.44,,-28.93,-32.39,1.4,-162.34,-102.12,,-49.03,26.49,-4.29,-0.54,
04/19/2003,-55.61,,,,,,,,,,,,,,,,,,,,,,,,
04/19/2007,-81.71,,,,,,,,,,,,,,,,,,,,,,,,
04/19/2008,,,,14.85,-128.3,,-23.88,-8.78,,30.38,,,4.46,-26.21,-21.43,-76.86,10.7,,,,24.87,48.19,11.31,16.36,-16.99
04/19/2011,,6.21,81.19,9.25,152.9,76.84,,-6.28,-44.5,42.68,146.21,-70.32,33.06,-50.41,-27.53,,12.6,-11.27,-53.27,,-3.23,49.19,20.31,18.46,-86.39
04/19/2013,-37.01,,,,,,,,,,,,,,,,,,,,,,,,
04/19/2014,,-46.25,80.38,28.22,,19.97,15.32,,-11.64,47.22,62.88,-38.67,56.17,-22.79,6.81,49.89,36.86,,30.2,30.72,9.49,56.86,39.85,36.04,
04/19/2017,-47.57,9.45,114.98,59.62,,71.17,28.32,31.54,64.86,50.12,,-29.67,42.77,19.01,-2.59,,47.76,,11.7,40.22,18.09,74.36,55.85,51.04,-47.04
04/19/2019,32.37,,,,,,,,,,,,,,,,,,,,,,,,
04/19/2020,,,,,,,,42.93,,,,,,16.1,,,,77.37,,,,,,,
04/20/1996,-60.41,,,,,,,,,,,,,,,,,,,,,,,,
04/20/1997,,,,,90.15,,,,,,,,,,,,,,,,,,,,
04/20/2001,-30.11,,,,,,,,,,,,,,,,,,,,,,,,
04/20/2002,41.59,,,-28.46,,,-67.95,-63.86,,,2.51,,-16.63,-94.13999999999999,-34.51,-0.56,-3.38,,,-55.28,,23.77,-11.14,-6.05,-59.59
04/20/2003,,,,,,,,,,,,,,,,,,,,,-16.4,,,,
04/20/2008,33.89,,,,,,,,,,,,,,,,,,,,,,,,
04/20/2009,,,,,-174.85,,,,,,,,,,,,,,,,,,,,
04/20/2011,,,,,,,-15.38,,,,,,,,,-50.76,,,,-6.19,,,,,
04/20/2014,3.83,,,,,,,41.54,,,,,,,,,,,,,,,,,8.06
04/20/2015,,1.45,,,110.85,,,,,,,,,,,33.59,,,,,,,,,
04/20/2017,,,,,124.65,,,,,,,,,,,53.79,,-7.07,,,,,,,
04/20/2020,-42.93,,,,,,,,,,,,,,,,,,,,,,,,
04/20/2021,,118.68,146.97,,180.87,122.38,,,100.06,58.77,149.18,-9.07,,,,81.6,,,25.6,,,,,,
04/21/1997,,-104.74,40.74,-21.41,,-24.83,22.95,,-41.95,-8.93,-44.49,-120.08,13.17,-56.73,-58.31,-19.79,-11.58,-64.67,-45.25,15.81,-59.5,9.57,-16.84,-15.45,
04/21/2002,,,,,,,,,,,,,,,,,,,,,,,,,-53.71
04/21/2003,,-104.33,101.13,-4.76,-118.3,7.010000000000002,-110.03,4.54,-67.15,38.150000000000006,-22.080000000000002,-155.6,-15.170000000000002,-109.34,-76.63999999999999,-56.76,24.119999999999997,-72.97,-164.32,-65.28,-32.13,63.36,18.37,13.41,-166.0
04/21/2004,-37.71,,,,,,,,,,,,,,,,,,-52.67,,,,,,
04/21/2009,,36.05,84.78,18.02,,32.07,-25.98,-26.16,-5.54,32.42,129.58,-64.77,20.97,-22.79,-15.09,-85.01,17.46,-3.17,-35.6,-42.18,-9.81,38.16,25.65,20.24,-66.64
04/21/2015,,,107.08,33.92,,48.77,30.02,14.24,12.06,52.62,44.48,-119.67,76.37,-12.69,17.71,,50.46,-7.37,-65.5,44.02,-6.31,64.76,48.75,44.04,-72.74
04/21/2016,,5.35,,,-32.45,,,,82.36,,,18.73,,,,32.29,,29.73,99.5,,-10.81,,,,
04/21/2021,,,,70.78,,,5.0,64.73,,,,,80.36,31.9,49.03,,65.58,41.47,,36.23,72.1,79.39,75.1,68.08,59.58
04/22/1997,-147.21,,,,,,,-46.18,,,,,,,,,,,,,,,,,-56.01
04/22/1998,,-85.94,,,-286.45,-17.93,,,,,,-10.38,,,,-120.09,,,,-5.69,-56.2,,,,
04/22/2002,22.49,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2003,-50.41,,,,-159.95,,,,,,,,,,,-58.29,,-60.37,,,,,,,
04/22/2004,,-73.53,126.83,-5.26,-227.05,88.61,-62.63,-66.25999999999999,-101.45,66.65,42.32,-159.7,20.93,-95.34,-52.14,-140.55,42.22,-15.04,-34.35,-51.48,-103.43,77.75999999999999,32.370000000000005,28.21,-157.6
04/22/2009,-4.47,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2010,,16.45,,,-61.25,46.77,,,,35.02,,-21.47,,,,-24.21,25.56,-19.37,-3.1,,42.49,42.56,,,
04/22/2013,,44.61,,26.65,,70.04,,8.72,0.3,39.58,132.51,,21.66,-27.01,,,24.4,,,,35.37,53.99,32.21,29.46,-4.39
04/22/2015,-90.47,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2016,,-6.32,267.65,106.30000000000001,-21.23,166.25,48.22,129.76999999999998,68.26,125.28999999999999,-17.939999999999998,15.63,34.03,23.009999999999998,18.14,40.6,78.74000000000001,43.37,,91.65,-16.2,147.15,93.15,94.72,39.34
04/22/2021,-24.53,,,,,,,,,,,,,,,,,,,,,,,,
04/23/1993,,,,,-213.05,,,,,,,,,,,,,,,,,,,,
04/23/1998,,,79.84,-12.31,,,12.15,-42.28,-40.65,27.37,-9.99,,-19.03,-46.53,-45.31,,-9.98,0.13,-63.65,,,15.77,-2.04,-4.55,-51.01
04/23/2004,-37.91,,,,,,,,,,,,,,,,,,,,,,,,
04/23/2005,,-1.04,,,-358.35,,,,,,,-36.68,,,,,,,-66.25,,,,,,
04/23/2010,-19.97,,95.58,10.92,,,-40.38,3.04,-58.64,,68.98,,30.17,-60.29,-17.59,,,,,-2.08,,,32.25,24.04,-21.34
04/23/2011,,,,,108.75,,,,,,,,,,,,,31.43,,,,,,,
04/23/2013,,,97.69,,-106.6,,5.42,,,,,-81.22,,,-8.73,3.54,,6.83,10.33,24.91,,,,,
04/23/2016,41.0,,,,,,,,,,,,,,,,,,,,,,,,
04/24/1993,,-23.24,,,,-7.23,,,,-17.53,,-79.08,-7.13,,,-99.69,-12.88,-57.57,-19.25,,-98.3,-7.43,-15.64,-19.75,
04/24/1998,4.99,,,,,,,,,,,,,,,,,,,,,,,,
04/24/2005,,-6.29,108.03,30.340000000000003,,38.81,-16.95,-25.18,-27.65,41.95,-25.58,-39.42,16.73,-71.44,-75.84,-194.45,7.42,1.63,-49.37,22.62,-136.03,55.56,21.37,14.71,-100.61
04/24/2011,,7.55,83.58,16.32,,75.07,-19.78,,-14.04,43.12,134.48,-60.17,33.47,-50.39,-32.59,-34.21,9.96,,-65.6,-2.08,-8.71,50.16,20.45,18.64,
04/24/2012,,,,,-83.75,,,,,,,,,,,,,32.83,,,,,,,
04/24/2017,,33.88,106.17,54.78,153.37,80.98,21.9,34.53,64.06,48.07,89.38,-22.87,47.76,12.4,-3.87,36.0,45.98,-19.23,-1.9,48.63,2.5,67.19,55.8,48.38,-55.92
04/25/1993,-91.11,,64.54,-28.61,,,-20.45,-39.18,-63.45,,-69.29,,,-69.73,-37.51,,,,,-23.69,,,,,-52.91
04/25/1994,,,,,-142.05,,,,,,,,,,,,,,,,,,,,
04/25/2000,,75.56,23.04,-4.91,-113.05,34.87,-69.75,,-0.15,-2.33,143.61,17.82,-14.13,,-49.71,-128.59,-14.38,-45.07,-62.15,-3.79,-38.4,12.57,-8.54,-8.15,
04/25/2005,-22.21,,,,,,-18.38,-12.98,,,,,,,,,,10.63,,,,,,,-87.49
04/25/2006,,,,,,,,,,,124.91,,,,,,,,-80.17,,,,,,
04/25/2009,14.69,,,,,,,,,,124.21,,,,,,,15.53,-23.97,,18.27,,,,
04/25/2011,-12.47,,,,,,,-1.56,,,,,,,,,,,,,,,,,-103.94
04/25/2012,,39.65,98.38,26.12,,89.17,,,27.06,44.82,129.08,7.73,31.57,-21.89,-16.89,-155.91,21.46,,-43.1,-16.78,7.29,48.76,33.15,27.84,-34.44
04/25/2017,-63.23,,,,,,,,,,,,,,,,,,,,,,,,
04/25/2018,,-39.02,,,-134.63,58.38,,,19.36,,,-56.47,,,,,,,-76.0,,,,,,
04/26/1994,,-75.44,54.04,-22.71,,14.67,-42.05,-17.68,-51.35,-12.53,-22.59,-40.58,-17.53,-67.93,-42.31,-141.79,-3.58,-36.27,-12.55,-39.89,-63.4,7.87,-9.84,-11.55,
04/26/2000,54.99,,,,,,,-58.18,,,,,,-26.23,,,,,,,,,,,-64.81
04/26/2006,,59.71,54.49,1.95,21.5,39.94,-32.88,-38.08,-44.1,28.58,,-74.82,6.76,-46.81,-33.33,-59.36,9.9,-12.97,,11.61,-14.33,31.79,16.71,11.36,-71.59
04/26/2009,,89.01,80.49,14.55,-226.2,26.94,-18.58,-31.78,2.6,28.88,,-56.72,23.56,-18.31,-12.53,,21.7,,,-28.99,,38.29,27.21,21.26,-52.09
04/26/2010,16.89,,,,,,,,,,,,,,,,,15.93,,,,,,,
04/26/2012,35.63,,,,,,-32.18,-3.36,,,,,,,,,,,,,,,,,
04/26/2018,,,109.47,46.38,,,-6.4,15.73,,68.87,66.08,,61.86,-7.0,17.33,-25.3,52.38,84.67,,10.83,-5.4,75.59,54.0,50.88,-35.52
04/26/2022,,57.58,,,,,,,,,,,,,,,,,,,,,,,
04/27/1994,-28.51,,,,,,,,,,,,,,,,,,,,,,,,-35.21
04/27/1995,,-3.44,,,42.65,,,,,,,-68.08,,,,-136.89,,26.13,,-13.69,,,,,
04/27/2001,,-31.54,,,-187.55,0.97,,,,,,-85.48,,,,-161.29,,,,,-25.4,,,,
04/27/2005,19.89,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2007,,18.01,88.29,,,17.34,,,-4.5,,45.51,-114.82,,,,,,23.33,-38.87,,-14.33,37.29,,,
04/27/2009,,,,,,,,,,,,,,,,-102.46,,,,,,,,,
04/27/2010,,22.31,77.59,,-14.3,40.84,,,-34.3,34.08,60.61,-17.02,23.76,,,,23.2,,,,31.77,41.09,31.61,24.16,
04/27/2013,,76.15,120.58,,-48.05,84.47,,,17.06,50.02,134.68,-70.07,32.57,,,-28.01,29.36,-12.57,26.5,15.12,64.39,55.66,43.05,35.84,
04/27/2018,-65.53,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2019,,58.88,131.27,58.28,-193.53,54.48,,,56.66,71.67,36.78,-53.17,55.16,,8.43,,58.68,,-14.4,37.83,16.8,79.79,65.4,58.48,
04/27/2022,17.77,,112.17,47.58,-62.63,111.08,,23.33,29.96,82.37,155.08,13.63,70.86,-7.2,38.93,-24.9,68.38,154.97,-22.7,4.13,51.5,91.69,67.3,64.18,
04/28/1995,,,78.14,-23.51,,35.77,4.35,-37.58,-64.95,6.67,-14.39,,-16.73,-48.83,-36.91,,-15.28,,-49.65,,-31.8,-5.43,-7.94,-12.95,-75.51
04/28/1996,,,,,-244.15,7.07,,,,,,-88.98,,,,-80.19,,,-76.55,12.61,-44.1,,,,
04/28/2001,,,37.64,-20.11,,,-104.75,-40.78,-62.85,2.87,71.31,,-26.73,-61.63,-43.11,,-1.08,-11.57,-82.15,-64.99,,27.87,-10.64,-6.65,-50.51
04/28/2002,,,,,-114.55,,,,,,,,,,,,,,,,,,,,
04/28/2006,-88.71,,,,,,,,,,,,,,,,,,,,,,,,
04/28/2007,-81.91,,,7.05,40.8,,-20.88,-8.78,,31.78,,,0.06,-46.91,-28.13,-40.46,17.2,,,-8.29,,,20.71,15.86,-51.59
04/28/2008,,141.01,,,-154.4,,-44.68,,-23.2,,112.61,-8.52,,,,-59.46,,-12.17,-22.77,-45.19,,,,,
04/28/2010,,,,18.75,,,-21.88,11.82,,,,,,-45.31,-19.33,-28.56,,,2.33,-24.29,,,,,-50.99
04/28/2013,-56.27,,,30.22,,,-3.58,19.84,,,,,,-21.79,-11.29,,,,,,,,,,12.66
04/28/2014,,,,,-50.85,,,,,,,,,,,,,-17.87,,,,,,,
04/28/2017,-59.17,75.55,,,,,,,,,,,,,,,,,,,21.79,,,,
04/28/2019,-49.93,,,,,,20.8,50.83,,,,,,21.3,,17.0,,-86.53,,,,,,,7.08
04/28/2020,,8.78,165.77,57.68,2.07,72.78,-7.2,,88.16,76.07,52.58,27.33,60.56,,18.43,-22.2,55.58,111.97,-38.0,15.73,45.7,77.79,64.7,59.18,
04/28/2022,,,,,,,-8.5,,,,,,,,,,,,,,,,,,-36.32
04/29/1996,,65.56,71.04,-19.01,,,30.95,-57.18,-93.05,-14.13,42.61,,-14.13,-56.13,-36.71,,-12.68,-78.97,,,,-8.43,-7.74,-14.75,-83.21
04/29/2001,-20.81,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2002,,-96.83000000000001,142.53,-0.96,-101.6,16.810000000000002,-74.88,-17.68,-9.15,39.349999999999994,-23.78,-94.4,-13.370000000000001,-33.53,-62.040000000000006,-94.25,-7.98,-186.64,-94.52000000000001,,-16.630000000000003,40.86,1.37,0.61,-9.09
04/29/2003,-54.01,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2008,,,53.99,20.75,,57.44,,-9.58,,24.88,,,8.46,-21.81,-32.73,,10.0,,,,12.27,40.39,16.11,16.06,-45.59
04/29/2011,12.99,2.41,99.29,22.05,-13.8,58.64,-25.78,-5.38,-36.6,43.78,133.11,-27.32,31.16,-43.21,-34.33,,3.5,53.73,-67.07,,-3.13,44.49,20.01,16.96,-96.69
04/29/2013,,,,,,111.44,,,,,,,,,,,,,,,49.27,,,,
04/29/2014,,39.15,103.88,23.82,,42.67,18.32,45.84,26.76,47.92,70.98,9.73,54.97,-25.59,8.11,-35.41,31.76,,33.3,34.42,22.89,45.56,40.05,33.64,
04/29/2017,,,116.88,45.42,160.85,70.07,37.82,29.84,71.66,51.22,94.78,-45.27,44.57,5.91,7.51,-12.41,49.96,31.23,8.0,55.42,,68.06,55.55,49.14,-30.34
04/29/2020,41.87,,,,,,,54.43,,,,,,13.3,,,,,,,,,,,-49.92
04/30/1995,-55.91,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1996,-88.71,,,,,,,,,,,,,,,,,,,,,,,,
04/30/1997,,,,,16.65,,,,,,,,,,,,,,,,,,,,
04/30/2002,-17.21,,,,,,-70.55,-15.28,,,,,,-30.41,,,,,,-94.08000000000001,,,,,-11.11
04/30/2003,,-63.54,,,,,,,,,,-50.82,,,,,,-8.07,-226.42000000000002,,-31.4,,,,
04/30/2004,-8.11,,,,,,,,,,,,,,,,,,,,,,,,
04/30/2008,-29.61,,,,,,,,,,,,,,,,,,,,,,,,
04/30/2009,,,,,-241.35,,,,,,,,,,,-92.31,,,,1.82,,,,,
04/30/2011,,,,,,,,,,,,,,,,-34.26,,,,-1.59,,,,,
04/30/2013,-63.91,93.01,146.99,26.85,-31.0,,-1.78,29.52,11.7,45.78,124.21,-57.22,22.36,-29.71,-16.73,-62.76,22.3,,33.43,23.31,,49.89,38.11,30.36,12.91
04/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,-31.14
04/30/2015,,,,,64.85,,,,,,,-37.27,,,,-63.41,,38.53,-61.8,39.02,,,,,
04/30/2021,,88.38,160.57,,,137.18,,,79.56,,,11.43,,,,,,,45.6,,63.2,,,,
05/01/1997,,-95.64,50.24,-15.01,,-19.63,38.75,-28.28,-35.55,-14.63,-41.69,-46.48,17.97,-43.03,-33.71,-76.09,-7.68,-44.37,-35.45,9.51,-14.3,4.97,-12.44,-11.45,
05/01/2002,-28.11,,,,,,,,,,,,,,,,,,,,,,,,
