Date,Adriatic Sea,Andaman Sea,Arabian Sea,Atlantic Ocean,Baltic Sea,Bay Bengal,Bering Sea,Caribbean Sea,Gulf Mexico,Indian Ocean,Indonesian,Mediterranean,Nino,North Atlantic,North Pacific,North Sea,Pacific Ocean,Persian Gulf,Sea Japan,Sea Okhotsk,South China,Southern Ocean,Tropics,World,Yellow Sea
2001-05-07,,22.56,,,,21.97,,,,,,-45.38,,,,-66.79,,-41.87,-82.35,-47.39,-22.0,,,,
2001-05-08,,,46.94,-9.61,,,-86.45,-24.38,-30.45,2.17,77.91,,-23.33,-46.33,-38.81,,-4.98,,,,,11.67,-2.54,-4.85,-38.91
2001-05-09,11.49,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-16,,,,,-164.95,,,,,,,,,,,,,,,,,,,,
2001-05-17,,61.56,48.74,,,40.17,,,-20.25,14.47,64.11,-13.08,-11.03,,,-69.89,3.02,-75.77,-55.95,,-8.6,8.87,7.26,0.65,
2001-05-18,,,,-16.01,,,-41.45,-8.68,,,,,,-49.03,-30.91,,,,,7.41,,,,,-54.51
2001-05-19,47.09,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-26,,,,,-49.35,,,,,,,,,,,,,,,,,,,,
2001-05-27,,92.66,41.94,-17.01,,32.07,-47.45,,-27.85,21.77,30.71,-46.18,-14.73,,-35.01,-24.49,2.62,-47.87,-56.05,,-24.4,18.57,2.96,0.55,
2001-05-28,-29.81,,,,,,,-9.68,,,,,,-55.13,,,,,,-23.49,,,,,-30.01
2001-06-05,,,,,7.95,,,,,,,,,,,,,,,,,,,,
2001-06-06,,78.66,28.54,-19.81,,38.47,-54.45,,,24.87,34.61,-49.78,-14.73,-43.43,-28.01,-25.19,-0.88,10.43,-40.25,1.51,-7.8,16.17,-0.14,-1.05,
2001-06-07,-30.71,,,,,,,-10.28,-34.15,,,,,,,,,,,,,,,,-36.41
2001-06-15,,,,,83.65,,,,,,,,,,,,,,,,,,,,
2001-06-16,,54.56,23.74,-21.01,,27.77,-25.95,,-32.35,8.87,23.41,-51.68,-19.23,-32.33,-21.31,-64.99,-4.18,-28.77,-34.25,-1.29,-34.0,1.47,-4.64,-6.05,
2001-06-17,-34.11,,,,,,,5.32,,,,,,,,,,,,,,,,,27.79
2001-06-25,,,,,59.35,,,,,,,,,,,,,,,3.81,,,,,
2001-06-26,,57.36,-5.76,-13.91,,21.77,-9.85,,-14.45,-2.23,1.31,-36.88,-16.13,-18.83,3.49,-51.49,7.72,-34.17,-18.55,,-22.2,4.07,-0.54,-0.55,
2001-06-27,-24.51,,,,,,,20.92,,,,,,,,,,,,,,,,,38.09
2001-07-05,,,,,-2.35,,,,,,,,,,,,,,,,,,,,
2001-07-06,,121.46,-10.56,-3.21,,13.47,-43.45,26.52,-8.35,-2.03,-7.79,-26.08,-9.33,-5.23,10.49,-74.59,8.62,-58.07,-14.25,-6.59,-12.5,0.57,3.76,2.35,
2001-07-07,-11.81,,,,,,,,,,,,,,,,,,,,,,,,61.89
2001-07-15,,56.06,,,-61.15,,,,,,,,,,,,,-45.07,,-10.79,,,,,
2001-07-16,,,-42.46,-0.81,,5.07,-18.65,19.22,1.15,4.57,-21.99,3.52,-3.53,4.27,28.39,-56.69,16.12,,-12.25,,-13.9,7.47,3.86,7.25,60.49
2001-07-17,23.29,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-25,,,,,-13.35,,,,,,,,,,,-32.39,,,,-5.59,,,,,
2001-07-26,,54.06,-29.06,3.39,,-4.03,-9.25,20.82,23.85,2.27,-49.99,14.72,-0.43,22.17,28.39,,8.62,23.33,16.15,,11.5,-6.93,4.86,4.85,75.99
2001-07-27,39.29,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-04,,127.86,,,33.55,,,,,,,,,,,7.11,,,,20.01,5.5,,,,
2001-08-05,,,-53.76,-1.31,,-1.93,-6.05,12.42,30.25,-4.33,-43.99,23.22,3.17,15.87,43.29,,16.42,-0.17,40.65,,,-10.13,9.06,6.85,100.39
2001-08-06,33.19,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-14,,94.06,,,105.35,,,,,,,14.62,,,,-26.09,,,25.75,-14.89,9.0,,,,
2001-08-15,,,-64.36,-13.31,,-10.23,-6.45,10.92,17.75,-23.63,-48.49,,-12.13,4.97,44.19,,17.02,-39.77,,,,-12.33,-0.34,0.55,114.69
2001-08-16,49.29,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-24,,58.76,,,83.45,-0.13,,,48.85,-10.43,,3.92,,,,26.11,,-34.17,64.95,-1.09,6.4,,,,
2001-08-25,-0.31,,-66.36,-5.21,,,-42.95,30.92,,,-64.39,,-12.23,28.97,50.49,,8.02,,,,,-13.13,-3.04,0.25,158.29
2001-09-03,,36.56,,,21.15,-28.63,,,,0.67,-35.29,51.12,-4.93,,56.59,55.61,7.82,-9.97,83.35,5.31,8.2,-9.53,1.96,5.75,
2001-09-04,44.79,,-65.96,6.69,,,-19.35,51.12,46.85,,,,,46.57,,,,,,,,,,,165.89
2001-09-12,,,,,162.25,,,,,,,,,,,,,,,,,,,,
2001-09-13,,,-64.16,19.29,,-14.73,10.15,42.12,57.75,-2.43,-19.99,85.42,16.67,,71.99,64.01,20.62,9.13,106.85,2.41,43.3,-7.43,14.86,16.05,
2001-09-14,70.49,24.36,,,,,,,,,,,,58.57,,,,,,,,,,,176.39
2001-09-23,,47.86,-56.86,20.79,133.45,-12.73,-13.25,,72.55,0.37,-16.49,93.22,16.37,,69.39,20.41,19.82,15.53,91.25,-9.89,65.7,-0.63,12.66,17.05,
2001-09-24,66.49,,,,,,,71.12,,,,,,64.57,,,,,,,,,,,142.59
2001-10-02,,,,,-106.75,,,,,,,,,,,,,,,,,,,,
2001-10-03,,1.36,-67.96,17.89,,-15.33,-12.25,,69.65,8.47,-9.29,119.52,15.47,55.07,58.09,59.11,15.32,-10.97,138.55,21.81,60.7,1.97,10.76,15.25,
2001-10-04,93.89,,,,,,,53.32,,,,,,,,,,,,,,,,,114.79
2001-10-12,,,,,81.35,,,,,,,,,,,,,,,,,,,,
2001-10-13,,98.66,-68.86,17.89,,-31.03,-22.25,60.92,60.75,-7.03,4.51,86.62,10.97,57.37,62.49,91.21,4.62,-30.87,120.35,14.31,70.0,-12.13,4.16,8.05,
2001-10-14,,,,,,,,,,,,,,,,,,,,,,,,,161.59
2001-10-15,24.29,,,,,,,,,,,,,,,,,,,,,,,,
2001-10-22,,,,,46.55,,,,,,,,,,,,,-48.07,,,,,,,
2001-10-23,,91.96,-95.96,23.59,,-43.13,-59.15,52.42,65.45,-18.73,16.81,83.62,8.47,65.27,62.89,94.31,-0.38,,106.35,-3.79,82.2,-16.63,-0.94,4.35,134.69
2001-10-24,68.99,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-01,,,,,53.25,,,,,,,,,,,224.71,,,,-21.99,,,,,
2001-11-02,,58.96,-60.56,32.49,,-12.93,-67.05,,86.25,-6.13,35.21,83.52,18.17,71.47,52.09,,5.52,-37.87,66.25,,70.1,-8.23,9.46,11.95,
2001-11-03,17.89,,,,,,,63.12,,,,,,,,,,,,,,,,,58.99
2001-11-11,,,,,310.75,,,,,,,,,,,173.01,,68.13,,-24.79,,,,,
2001-11-12,,37.16,-48.66,31.89,,6.97,-54.55,44.22,61.65,17.37,42.21,87.92,25.47,60.17,37.19,,6.32,,9.25,,137.1,3.87,15.46,16.85,2.69
2001-11-13,88.19,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-21,,99.06,,,334.95,,,,,,,,,,,120.11,,,,,,,,,
2001-11-22,,,-67.96,18.09,,3.97,-6.25,31.12,40.75,14.37,69.31,5.22,17.87,37.67,34.99,,10.52,-2.97,28.55,-10.79,121.7,12.27,10.56,14.85,
2001-11-23,-3.71,,,,,,,,,,,,,,,,,,,,,,,,11.09
2001-12-01,,153.66,,,290.95,0.27,1.05,,,,,-18.88,,,,80.01,,,49.15,51.31,63.1,,,,
2001-12-02,,,-64.56,9.59,,,,23.12,39.65,4.97,78.41,,10.47,30.57,43.99,,11.42,93.73,,,,11.07,5.16,11.25,14.59
2001-12-03,-50.01,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-11,,55.16,,,203.85,0.17,,,,,,-9.88,,,,108.81,,71.03,55.45,76.11,85.4,,,,
2001-12-12,-12.11,,-58.26,3.39,,,-41.75,26.72,20.05,-5.63,63.11,,-3.03,17.27,38.49,,6.22,,,,,8.97,-3.34,5.05,23.39
2001-12-20,,,,,-55.35,,,,,,,,,,,,,,,,,,,,
2001-12-21,,-1.04,-24.96,,,2.87,-70.15,,22.95,8.87,55.71,-59.28,-1.23,,0.49,107.61,-4.68,99.73,-7.05,-17.09,108.9,16.77,-2.74,3.95,
2001-12-22,-54.41,,,15.29,,,,26.32,,,,,,10.37,,,,,,,,,,,-70.61
2001-12-30,,,,,62.15,,,,,,,,,,,,,,,,,,,,
2001-12-31,,-27.84,-1.66,,,21.77,-30.75,,17.15,21.87,68.11,10.42,13.07,,-23.61,51.21,-1.28,119.83,-27.55,30.51,61.5,26.27,7.76,10.65,
2002-01-01,-8.01,,,23.79,,,,10.62,,,,,,7.17,,,,,,,,,,,-101.11
2002-01-09,,,,,177.75,,,,,,,,,,,,,,,,,,,,
2002-01-10,,-123.94,12.14,10.29,,24.47,-19.45,,-31.05,37.37,54.31,-74.38,8.37,-0.53,,144.61,-4.18,88.53,-23.15,22.21,24.8,29.17,2.46,7.35,
2002-01-11,-98.81,,,,,,,-7.98,,,,,,,-33.51,,,,,,,,,,-114.01
2002-01-19,,,,,54.25,,,,,,,,,,,,,,,,,,,,
2002-01-20,,-257.73,-16.37,2.84,78.8,-17.49,-77.43,-2.78,-85.65,42.05,59.120000000000005,-88.30000000000001,7.63,-13.94,-31.94,134.45,-1.1799999999999997,32.96,-30.52,-33.88,27.47,50.16,-7.73,5.71,
2002-01-21,-34.61,,,,,,,-2.28,,,,,,,,,,,,,,,,,-130.10000000000002
2002-01-22,-16.11,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-29,,,,,199.95,,,,,,,,,,,,,,,-85.47999999999999,,,,,
2002-01-30,,-346.33000000000004,-31.46,31.740000000000002,226.9,-80.89,-162.82999999999998,2.22,-98.85,34.25,97.32,-17.1,6.53,-5.03,-37.739999999999995,105.01,-4.779999999999999,-98.27,-107.92,,91.77,59.16,-4.43,9.91,-65.09
2002-01-31,41.879999999999995,,-31.11,,,,,2.32,,,,,,-0.31,,108.14,,-102.57,,,,,,,-56.31
2002-02-08,,,,,288.55,,,,,,,,,,,,,,-66.17,,,,,,
2002-02-09,,-234.33,-68.77,29.439999999999998,309.6,-117.69,-108.72999999999999,-8.86,-30.85,21.95,160.42000000000002,-98.6,-2.17,-19.84,-56.34,237.75,-9.58,-105.03999999999999,-65.25,4.420000000000001,34.37,59.760000000000005,-9.03,5.209999999999999,-88.59
2002-02-10,-59.519999999999996,,,,,,,,,,,,,,,,,,,,,,,,-91.61
2002-02-18,,,,,273.95,,,,,,,-34.02,,,,43.61,,,-38.37,-24.68,,,,,
2002-02-19,,-319.93,-25.87,20.439999999999998,267.6,-106.49000000000001,-104.93,-0.7600000000000007,-54.25,8.049999999999999,198.82,-44.38,7.53,-32.239999999999995,-69.84,25.04,0.020000000000000018,-30.64,-40.35,,67.87,54.36,1.7699999999999996,6.8100000000000005,-77.29
2002-02-20,7.68,,,,,,,,,,,,,,,,,,,,,,,,-74.41
2002-02-28,,-112.19,,,,,,,,,,-106.4,,,,6.71,,,-73.47,-58.78,,,,,
2002-03-01,,-100.74,26.130000000000003,36.739999999999995,489.34999999999997,-38.19,-94.63,-30.36,-75.95,16.950000000000003,140.01999999999998,,9.129999999999999,-35.239999999999995,-95.44,4.64,-1.68,-33.44,-75.05,,-5.73,72.06,4.17,10.01,-238.8
2002-03-02,-27.92,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-10,,-351.03,,,772.95,-12.66,,,,,,-26.32,,,,13.31,,,-90.97,-16.79,-3.0,,,,
2002-03-11,,,26.33,6.94,,-9.23,-120.03,-58.46,-116.15,27.55,106.62,-15.28,3.43,-90.03999999999999,-106.53999999999999,20.04,-1.68,-82.94,-83.25,-1.89,-12.03,66.56,-0.73,4.3100000000000005,-242.9
2002-03-12,13.180000000000001,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-20,,-247.23000000000002,,,630.25,-37.39,,,-44.7,,29.61,-84.7,,,,-41.49,,,-102.47,-45.58,-85.63,,,,
2002-03-21,,,44.03,-13.86,,,-104.23,-79.46000000000001,-44.45,33.65,37.51,,4.33,-104.74000000000001,-76.94,-50.66,14.719999999999999,100.56,-94.75,,,52.86,6.37,6.01,-259.6
2002-03-22,-47.82,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-30,,-262.83000000000004,,,407.75,-45.99,-42.48,,-42.3,23.08,23.91,-195.60000000000002,,,-46.03,-30.89,,,-205.82,,-93.33,27.79,,-0.84,
2002-03-31,,,100.63,-44.36,,,-43.85,-77.16,-57.45,27.77,23.21,,-4.67,-134.64,-41.01,-24.96,10.719999999999999,64.16,,-37.18,,27.47,0.77,-0.25,-171.3
2002-04-01,-194.62,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-08,,,,,-34.65,,,,,,,,,,,,,,,,,,,,
2002-04-09,,-202.32999999999998,,,,-95.38999999999999,-42.18,,-63.45,18.47,51.02,-101.9,-10.87,,-45.91,-70.15,11.02,-49.47,-149.12,,-46.3,28.37,-4.94,-2.25,
2002-04-10,-21.32,,76.63,-27.36,-50.8,,-52.75,-53.16,,17.98,,,,-92.03999999999999,-38.73,,,-46.07,,23.119999999999997,-32.53,32.69,3.01,3.86,-118.6
2002-04-18,,,,,-136.45,,,,,,,,,,,,,,,,,,,,
2002-04-19,,-200.32999999999998,103.53,,-129.5,-64.69,-60.28,,-66.95,22.75,14.61,37.6,-9.44,,-28.93,-32.39,1.4,-162.34,-102.12,,-49.03,26.49,-4.29,-0.54,
2002-04-20,41.59,,,-28.46,,,-67.95,-63.86,,,2.51,,-16.63,-94.13999999999999,-34.51,-0.56,-3.38,,,-55.28,,23.77,-11.14,-6.05,-59.59
2002-04-21,,,,,,,,,,,,,,,,,,,,,,,,,-53.71
2002-04-22,22.49,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-28,,,,,-114.55,,,,,,,,,,,,,,,,,,,,
2002-04-29,,-96.83000000000001,142.53,-0.96,-101.6,16.810000000000002,-74.88,-17.68,-9.15,39.349999999999994,-23.78,-94.4,-13.370000000000001,-33.53,-62.040000000000006,-94.25,-7.98,-186.64,-94.52000000000001,,-16.630000000000003,40.86,1.37,0.61,-9.09
2002-04-30,-17.21,,,,,,-70.55,-15.28,,,,,,-30.41,,,,,,-94.08000000000001,,,,,-11.11
2002-05-01,-28.11,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-08,,,,,-79.75,,,,,,,,,,,,,,,,,,,,
2002-05-09,,-2.13,116.33000000000001,-18.759999999999998,-90.1,10.41,-152.63,,15.05,28.15,-13.079999999999998,-122.3,-9.67,-101.94,-42.239999999999995,-134.25,10.719999999999999,-47.839999999999996,-26.82,-87.28,-30.13,33.16,9.07,3.8099999999999996,17.01
2002-05-10,-39.11,,,,,,,-38.959999999999994,,,,,,,,,,,,,,,,,26.69
2002-05-11,-54.21,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-18,,,,,-141.65,,,,,,,,,,,,,,,,,,,,
2002-05-19,,259.27,29.029999999999998,-11.46,-145.8,48.91,-85.53,-14.86,-6.35,-11.85,21.92,-128.3,-10.969999999999999,-64.34,-23.54,-132.05,23.92,-127.34,11.780000000000001,-86.28,-53.230000000000004,23.56,9.969999999999999,5.3100000000000005,35.3
2002-05-20,-104.42,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-28,,161.86,,,-127.35,,,,,,,,,,,,,,,,,,,,
2002-05-29,,153.61,60.43,-9.66,-123.8,113.91,-107.73,11.54,32.95,19.65,-26.28,-90.69999999999999,-3.87,-53.44,-41.84,-149.35,4.92,-162.83999999999997,5.08,-89.47999999999999,-45.230000000000004,22.56,6.27,2.11,
2002-05-30,-28.51,,,,,,,,,,,,,,,,,,,,,,,,-43.1
2002-05-31,-45.81,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-07,,,,,,,,,,,,,,,,,,,,-32.38,,,,,
2002-06-08,,116.67,67.43,-26.16,-359.85,95.01,-67.03,24.34,59.45,7.45,-66.38,-40.0,-14.07,-52.94,-30.14,-142.85,-0.48,-151.44,-1.12,,-52.83,12.26,-7.63,-7.1899999999999995,-26.900000000000002
2002-06-09,2.1799999999999997,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-17,,,,,-115.85,50.57,,,,,,-5.92,,,,11.71,,,16.23,-0.28000000000000025,,,,,
2002-06-18,,225.47,74.33,-29.96,-89.1,53.84,-52.83,17.939999999999998,37.65,23.85,-38.980000000000004,-9.38,-1.3699999999999999,-48.74,-13.84,33.54,8.32,-7.4399999999999995,4.05,,-86.43,5.960000000000001,5.97,0.91,27.9
2002-06-19,-14.71,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-20,-11.51,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-27,,222.76999999999998,,,67.15,56.07,,,,,,,,,,-4.79,,,33.83,26.52,,,,,
2002-06-28,,,-10.77,-61.66,97.3,47.94,-6.23,0.33999999999999986,12.350000000000001,-1.4500000000000002,-67.88,-109.19999999999999,8.63,-72.53999999999999,59.96,-12.66,59.42,-98.94,28.35,,-51.53,10.96,18.97,13.81,185.3
2002-06-29,-39.11,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,-54.21,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-07,,66.91,,,140.4,11.24,11.72,,-1.2,,,-39.72,,,,,,-77.77,,12.61,,,,,
2002-07-08,-62.01,,-58.21,-19.95,,,,0.82,,-19.62,-66.09,,-0.34,-9.51,42.97,-33.46,27.2,,43.03,,-43.63,-5.51,2.51,2.96,13.81
2002-07-17,,231.07,-50.81,,41.35,34.11,,,15.3,,-46.99,-5.4,,,,11.71,,-113.14,111.18,52.32,-51.730000000000004,,,,
2002-07-18,-4.41,,-36.16,-5.26,25.9,,41.870000000000005,40.44,21.65,-33.75,-59.39,,16.43,50.66,115.76,9.04,42.22,,,,,-32.739999999999995,17.17,12.809999999999999,167.1
2002-07-19,-30.11,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-26,,,,,86.05,,,,,,,,,,,,,,,,,,,,
2002-07-27,,201.47,-37.41,,112.9,48.010000000000005,15.32,,54.45,-23.049999999999997,-133.78,61.099999999999994,27.33,,51.37,-35.15,37.52,-103.03999999999999,80.58,65.42,-13.93,-26.94,19.27,14.01,
2002-07-28,29.19,,-28.16,-4.0600000000000005,,,10.25,54.540000000000006,,,,,,54.56,44.69,,,,,,,,,,248.9
2002-07-29,10.49,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-05,,,,,-2.55,,,,,,,,,,,,,,,5.01,,,,,
2002-08-06,,209.87,-60.67,,-24.2,51.41,-21.23,,85.44999999999999,17.25,-148.07999999999998,54.599999999999994,23.73,,73.66,-79.45,19.72,-59.44,160.57999999999998,-7.19,-41.730000000000004,-8.04,15.27,15.21,
2002-08-07,76.58,,,13.440000000000001,,,,69.34,,,,,,54.26,,,,,,,,,,,148.0
2002-08-14,,,,,,-7.93,,,,,,,,,,,,,,,,,,,
2002-08-15,,103.36,,,-68.55,,,,,,,,,,,,,-31.87,,,,,,,
2002-08-16,,91.31,-81.47,9.45,-56.9,9.84,4.97,,116.15,6.05,-175.18,34.7,33.230000000000004,63.06,101.16,53.45,37.92,-24.47,57.68,33.42,-83.33,-7.24,18.37,20.71,
2002-08-17,-6.91,,,4.29,,,,48.94,,,,,,,,,,,,,,,,,203.8
2002-08-19,-6.01,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-26,,53.11,-61.91,9.75,-77.0,15.04,-3.78,,72.2,2.18,-87.69,38.48,11.86,52.39,63.07,73.84,15.5,56.73,120.03,27.91,-0.33,-3.41,4.81,10.56,134.01
2002-08-27,,39.46,,,-89.15,,-8.05,51.72,56.25,,,,,,,,,,,,,,,,
2002-08-28,18.89,,-31.76,12.59,,27.27,,35.52,,11.57,-88.29,47.72,18.27,51.67,61.19,55.51,16.62,100.63,87.75,13.81,3.4,1.27,8.46,13.75,141.89
2002-08-29,43.99,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-03,,,,,,,,,,,,,,,,,,7.23,,,,,,,
2002-09-04,,-19.14,,,,,,,,,,,,,,,,,,,,,,,
2002-09-05,58.79,-20.29,-112.66999999999999,44.74,-23.25,-13.39,37.37,124.74000000000001,207.25,-12.05,-204.18,170.39999999999998,39.93,129.76,154.26,110.85,32.42,-32.37,199.38,23.52,-29.13,-19.939999999999998,16.47,25.11,156.49
2002-09-06,,,,,,,,,,,,,,,,,,,,,,,,,171.41
2002-09-07,66.39,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-14,,,,,,,,,,,,,,,,,,,121.23,,,,,,
2002-09-15,,-25.13,-93.47,65.64,-86.8,-23.59,21.07,81.12,221.95,-23.35,-165.78,209.3,61.629999999999995,148.16,144.26,79.34,27.82,-23.47,124.55,-5.18,-36.53,-36.14,25.47,27.11,146.69
2002-09-16,80.39,,,,-77.75,,,86.22,,,,,,,,114.81,,-29.47,,,,,,,141.11
2002-09-17,76.29,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-24,92.99,-21.59,,,,,,,,,,128.08,,,,,,,109.43,5.11,19.4,,,,
2002-09-25,,55.86,-81.47,45.74,-97.94999999999999,-18.490000000000002,43.57,155.64,235.55,-6.55,-158.88,125.32,71.53,132.26,121.06,333.75,30.119999999999997,58.63,116.35,15.21,20.47,-21.64,24.67,29.11,183.39999999999998
2002-09-26,111.89,,,,,,,,,,,,,,,,,27.03,,,,,,,
2002-10-03,50.49,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-04,,,,,,-27.73,,,105.3,,-91.39,,,,,,,,108.13,-3.69,11.9,,,,
2002-10-05,,-95.73,-70.47,23.54,93.75,-28.96,-9.030000000000001,169.34,103.65,-7.3500000000000005,-77.69,148.10000000000002,61.23,113.75999999999999,118.66,154.45,27.22,109.96000000000001,107.85,-4.49,30.47,-21.839999999999996,13.370000000000001,20.81,129.7
2002-10-07,9.89,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14,108.39,-29.24,-49.96,,-158.85,-31.23,-13.95,105.02,,-16.63,-83.09,102.98,45.87,77.27,,,,195.46,221.88,6.91,108.87,,16.16,15.75,
2002-10-15,,-17.29,-40.51,60.44,-188.2,-31.26,-15.58,108.42,249.05,-8.02,-78.99,102.42,45.16,77.69,144.95999999999998,-35.449999999999996,38.620000000000005,,,9.21,,-31.14,17.91,18.06,210.0
2002-10-16,136.29,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-22,86.19,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-23,,,,,,,,,,,,,,,,,,59.23,,,,,,,
2002-10-24,,-1.4300000000000002,-47.46,,-230.25,-30.56,,,196.05,,,210.2,,,,,,,130.93,33.71,56.17,,,,
2002-10-25,,,-54.01,47.84,-233.5,-26.63,-9.53,187.74,,-21.65,-99.78,,107.83,110.86000000000001,174.76,146.55,65.42,23.23,124.75,53.11,,-16.34,46.67,44.91,242.7
2002-10-26,70.89,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-02,73.99,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-03,,,,,,-98.49000000000001,-17.68,,80.8,,-129.28,141.39999999999998,,,,,,,100.58,30.71,163.76999999999998,,,,
2002-11-04,,-12.530000000000001,-92.97,49.84,-31.9,,-6.25,147.83999999999997,82.15,-30.45,,,97.93,113.36,114.46000000000001,55.349999999999994,50.019999999999996,-41.040000000000006,,35.41,,-20.939999999999998,38.269999999999996,34.11,56.2
2002-11-05,9.19,,,,-39.75,,,,,,,,,,,,,,,,,,,,
2002-11-11,103.59,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-13,,-32.39,-65.87,13.29,-293.75,-43.39,-31.73,,108.25,-6.72,-130.78,151.60000000000002,48.87,,,,56.32,68.13,29.479999999999997,59.519999999999996,107.17,-8.41,36.27,33.01,
2002-11-14,107.19,-31.64,,3.55,,,,120.34,,2.27,,,40.86,77.96000000000001,118.06,-61.15,,91.73,,,,-4.03,,,64.0
2002-11-21,,-12.99,,,,,,,,,,,,,,,,,,,,,,,
2002-11-22,,,,,,,,,11.2,,,,,,,,,,31.93,24.41,,,,,
2002-11-23,,,-18.71,4.95,-111.8,-98.28999999999999,-21.630000000000003,42.22,-3.55,10.28,-136.38,275.20000000000005,37.76,27.59,49.97,-71.76,24.4,90.66000000000001,35.35,48.11,180.67,5.49,14.61,16.86,47.91
2002-11-24,374.67999999999995,18.66,-37.76,7.69,-118.05,,,47.82,,13.57,,,34.87,32.67,44.99,-29.09,25.52,,,,,11.37,14.76,18.55,66.79
2002-12-02,149.19,,,,-113.95,,,,,,,,,,,,,,,,,,,,
2002-12-03,,78.37,-95.67,37.14,-109.3,-108.78999999999999,85.77,46.42,13.05,-2.3499999999999996,-69.08,161.3,59.03,68.46,83.36000000000001,-64.06,42.019999999999996,29.63,93.68,106.12,104.77000000000001,18.06,26.369999999999997,32.81,53.29
2002-12-04,123.89,,,,,,,53.72,,,,,,,,-44.39,,70.03,,,,,,,48.41
2002-12-12,93.79,,,,,-33.93,,,7.65,,,,,,,,,,,,,,,,
2002-12-13,,36.07,-23.17,37.34,-541.55,-28.76,51.269999999999996,97.34,3.8,26.35,-50.58,124.5,66.33,50.260000000000005,68.06,2.84,28.22,14.93,80.47999999999999,45.019999999999996,217.67,10.559999999999999,33.97,31.71,5.39
2002-12-14,,,,,,,,,,,,,,,,12.41,,-20.87,,,,,,,-2.19
2002-12-15,119.99,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-22,79.89,,,,,,,,,,,,,,,,,,,,61.9,,,,
2002-12-23,,-38.33,-1.37,20.54,-624.85,-44.59,38.97,30.62,-46.75,59.050000000000004,-50.980000000000004,103.5,48.53,26.66,38.16,-44.25,23.520000000000003,,37.58,-23.38,57.37,23.76,26.57,27.71,31.59
2002-12-24,86.19,,,,,,,23.72,,,,,,,,,,-25.44,,,,,,,32.11
2002-12-31,,16.76,,,,,,,,,,,,,,,,,,,,,,,
2003-01-01,133.49,,0.54,,-282.1,,,,,,,,,,,,,,8.58,43.31,,,,,
2003-01-02,,32.81,-16.11,19.439999999999998,-281.25,-102.09,-5.43,62.739999999999995,-56.75,32.05,1.72,172.7,32.730000000000004,6.859999999999999,-21.740000000000002,102.25,25.52,-36.87,,41.81,213.07,36.36,26.57,26.01,-74.2
2003-01-03,180.69,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-04,,,,,,,,,,,,,,,,,,25.83,,,,,,,
2003-01-11,99.99,-31.49,-39.56,,-126.95,,,,-5.65,,62.51,142.60000000000002,,,,,,,-45.77,18.11,108.7,,,,
2003-01-12,,-26.94,-46.11,22.14,-124.7,-95.89,44.27,75.53999999999999,-40.7,-12.85,57.81,,18.73,-7.039999999999999,-40.739999999999995,390.95,26.02,-95.27,-45.85,9.51,73.77,29.46,23.07,20.31,-150.6
2003-01-13,79.69,,,,,,,,,,,,,,,,,-117.97,,,,,,,
2003-01-20,,,,,,-22.93,,,,,,,,,,,,,,,,,,,
2003-01-21,18.89,-81.09,,,69.6,-28.66,,,-39.2,,26.42,-40.22,,,,,,,-102.41999999999999,27.41,20.9,,,,
