Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27
"Country Name",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"Mauritius",0.903115451335907,0.905481517314911,0.907174110412598,0.910896599292755,0.913349509239197,0.917275965213776,0.920160353183746,0.920541226863861,0.920580983161926,0.919393181800842,0.917588293552399,0.924324750900269,0.925633609294891,0.925978124141693,0.92716246843338,0.932745754718781,0.938834190368652,0.941932082176209,0.945706903934479,0.949422478675842,0.951969981193542,0.955889701843262,0.956807613372803,0.956612408161163
"Mauritius",0.505687415599823,0.502605020999908,0.498920232057571,0.492967635393143,0.487268149852753,0.48235958814621,0.470233649015427,0.456662565469742,0.444080293178558,0.429372549057007,0.429767906665802,0.430430948734283,0.432081788778305,0.432369470596313,0.432733207941055,0.358439773321152,0.369792968034744,0.381489217281342,0.387656271457672,0.394510418176651,0.39235383272171,0.391204208135605,0.390154302120209,0.389784395694733
"Mexico",0.886701345443726,0.886303901672363,0.888046383857727,0.898922026157379,0.900829136371613,0.90270721912384,0.905981600284576,0.906081020832062,0.90790855884552,0.906687080860138,0.910293459892273,0.910506546497345,0.91444319486618,0.917676746845245,0.921202600002289,0.923413753509521,0.927484452724457,0.930120289325714,0.933232605457306,0.938857078552246,0.941404342651367,0.944050431251526,0.942741692066193,0.943020582199097
"Mexico",0.529218673706055,0.52575558423996,0.519203066825867,0.514178395271301,0.508967101573944,0.501930773258209,0.499646335840225,0.493357926607132,0.479418724775314,0.474600553512573,0.476976037025452,0.473056942224503,0.465758919715881,0.441308736801147,0.431279540061951,0.420254111289978,0.420237272977829,0.414440006017685,0.410382837057114,0.397329062223434,0.396467179059982,0.396157562732697,0.372871369123459,0.372370839118958
"Moldova",NaN,NaN,NaN,NaN,NaN,0.958342850208282,0.962031126022339,0.96360456943512,0.965255439281464,0.965138375759125,0.971454620361328,0.975533366203308,0.980345368385315,0.983788967132568,0.988539278507233,0.991980969905853,0.992572069168091,0.990616023540497,0.991611421108246,0.989945113658905,0.989649832248688,0.99183577299118,0.991962611675262,0.993045687675476
"Moldova",NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.461861073970795,0.428550124168396,0.399294286966324,0.392309725284576,0.348513871431351,0.332363933324814,0.325114220380783,0.301354497671127,0.269899278879166,0.283388465642929,0.288020700216293,0.293146699666977,0.294357717037201,0.311991512775421,0.292510420084,0.272445321083069,0.249699950218201
"Mongolia",NaN,NaN,NaN,NaN,NaN,NaN,1.00399482250214,1.00553441047668,1.00903463363647,1.00765192508698,1.01057326793671,1.01165843009949,1.01672029495239,1.01663529872894,1.01969647407532,1.01648449897766,1.01940441131592,1.02201449871063,1.0263534784317,1.02168035507202,1.01901710033417,1.01618301868439,1.01598942279816,1.01546788215637
"Mongolia",0.37897589802742,0.390132933855057,0.401660591363907,0.409148812294006,0.41731983423233,0.426885813474655,0.435475170612335,0.447429686784744,0.442022234201431,0.4362852871418,0.413286834955215,0.40297195315361,0.39178141951561,0.384944051504135,0.405218452215195,0.399343371391296,0.395626604557037,0.391024500131607,0.417303711175919,0.419784277677536,0.416925191879272,0.414727866649628,0.32736212015152,0.323025077581406
"Morocco",0.716873824596405,0.722256600856781,0.724151492118835,0.728382706642151,0.739558637142181,0.741850435733795,0.748287558555603,0.7547727227211,0.76565021276474,0.774465262889862,0.779806673526764,0.77834016084671,0.782118678092957,0.796335816383362,0.804653525352478,0.804219543933868,0.807477295398712,0.812171816825867,0.812121868133545,0.816213488578796,0.821237325668335,0.824630260467529,0.826996803283691,0.829483330249786
"Morocco",0.807207465171814,0.808139443397522,0.783722460269928,0.766427755355835,0.750807166099548,0.738668859004974,0.726104557514191,0.71564906835556,0.709718465805054,0.704300761222839,0.701909780502319,0.70590728521347,0.562243700027466,0.550694346427917,0.543370842933655,0.540084183216095,0.538191974163055,0.536250114440918,0.535906434059143,0.536215126514435,0.532181739807129,0.503967225551605,0.502639591693878,0.498253434896469
"Mozambique",0.792056202888489,0.796457350254059,0.787920475006104,0.790777146816254,0.792470335960388,0.798516631126404,0.801555216312408,0.80396568775177,0.804521083831787,0.822066903114319,0.826232314109802,0.833398222923279,0.839851081371307,0.838770985603333,0.851885914802551,0.854927539825439,0.86118495464325,0.863267481327057,0.866858303546906,0.872294962406158,0.874692380428314,0.876221895217896,0.87712574005127,0.878577351570129
"Mozambique",0.668796360492706,0.663051128387451,0.657320380210876,0.653121292591095,0.649110436439514,0.645299136638641,0.641623675823212,0.63816624879837,0.641188561916351,0.638377845287323,0.63525527715683,0.63899838924408,0.642188787460327,0.640056908130646,0.629536330699921,0.626789450645447,0.623819231987,0.620674252510071,0.617007553577423,0.605921387672424,0.601716995239258,0.597708106040955,0.593625843524933,0.589383125305176
"Myanmar",NaN,NaN,1.09611403942108,1.08679056167603,1.0771895647049,1.06815433502197,1.06042587757111,1.05297648906708,1.04573440551758,1.0386837720871,1.03172993659973,0.964285433292389,0.968962550163269,0.964602470397949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Myanmar",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.435005098581314,0.440670728683472,0.401488065719604,0.394608497619629
"Namibia",NaN,0.959750711917877,0.961502015590668,0.963906109333038,0.961139500141144,0.960355997085571,0.959805846214294,0.957421600818634,0.954286992549896,0.952621579170227,0.952785551548004,0.953267574310303,0.959389507770538,0.961212456226349,0.966028332710266,0.969446897506714,0.975131452083588,0.978754997253418,0.981503546237946,0.982907176017761,0.983768939971924,0.983631491661072,0.983044445514679,0.982335925102234
"Namibia",0.607217848300934,0.590254426002502,0.575929880142212,0.562567710876465,0.551119267940521,0.540714740753174,0.532784581184387,0.525541007518768,0.524139642715454,0.5225710272789,0.514841854572296,0.510833382606506,0.506871342658997,0.500374555587769,0.499473333358765,0.492158174514771,0.485090047121048,0.477565705776215,0.467213481664658,0.456348925828934,0.4497329890728,0.440376460552216,0.430184662342072,0.420497834682465
"Nepal",0.722011983394623,0.735100030899048,0.736634254455566,0.738140642642975,0.739592134952545,0.740976274013519,0.743092477321625,0.745184779167175,0.745903074741364,0.710452795028687,0.764383792877197,0.76751047372818,0.781604886054993,0.791344165802002,0.794032156467438,0.81388396024704,0.828083574771881,0.830959856510162,0.845101654529572,0.883357763290405,0.896240413188934,0.901010692119598,0.901073217391968,0.90624737739563
"Nepal",0.709672093391418,0.709462523460388,0.709279596805573,0.708661377429962,0.708136916160584,0.707619547843933,0.707564055919647,0.707737147808075,0.702785193920136,0.673597455024719,0.668021976947784,0.661897361278534,0.65568470954895,0.64902526140213,0.642008602619171,0.634677290916443,0.627603471279144,0.564356803894043,0.517941176891327,0.508501768112183,0.498643308877945,0.491862177848816,0.484735310077667,0.479173272848129
"Netherlands",0.918967604637146,0.921097934246063,0.923788189888,0.928041875362396,0.923452377319336,0.928006410598755,0.929845929145813,0.931263864040375,0.933534383773804,0.933910965919495,0.935527682304382,0.93772166967392,0.937323272228241,0.940254211425781,0.940074503421783,0.940568327903748,0.941793143749237,0.944162487983704,0.944100677967072,0.945676028728485,0.945490479469299,0.94708251953125,0.946918427944183,0.9472376704216
"Netherlands",0.129883497953415,0.124339945614338,0.117460161447525,0.1113266274333,0.104803301393986,0.0989039167761803,0.0969173833727837,0.0954262614250183,0.0922904312610626,0.0952492281794548,0.0995840802788734,0.0960415899753571,0.0956564173102379,0.0824367105960846,0.0739728733897209,0.0648174062371254,0.0613519810140133,0.0542488060891628,0.0531929843127728,0.0535213761031628,0.0562244318425655,0.0571327656507492,0.0606018863618374,0.0600090064108372
"New Zealand",0.945979952812195,0.948163509368896,0.954078495502472,0.952993452548981,0.95924961566925,0.957304358482361,0.963922142982483,0.969448268413544,0.971709132194519,0.972038745880127,0.978880763053894,0.976918458938599,0.980341255664825,0.98137491941452,0.978634297847748,0.975675523281097,0.980253756046295,0.977282583713531,0.982265412807465,0.983477830886841,0.988436698913574,0.988365530967712,0.989275932312012,0.989362180233002
"New Zealand",0.283590167760849,0.269857496023178,0.257326781749725,0.243489220738411,0.228981599211693,0.215082839131355,0.205559104681015,0.197830811142921,0.194219440221787,0.190522059798241,0.184240818023682,0.181638985872269,0.182472750544548,0.184822365641594,0.186586827039719,0.180039331316948,0.181058794260025,0.180110439658165,0.17551101744175,0.171882137656212,0.168615475296974,0.159432947635651,0.151549845933914,0.146859481930733
"Nicaragua",0.875549137592316,0.868695318698883,0.86679595708847,0.867846429347992,0.874170482158661,0.879189014434814,0.892053246498108,0.902302801609039,NaN,NaN,NaN,NaN,0.918254673480988,0.925997793674469,0.93389630317688,0.939444124698639,0.945370256900787,0.947676599025726,0.948586523532867,0.952506482601166,0.955685615539551,0.958134412765503,0.960350632667542,0.962249159812927
"El Salvador",0.553533136844635,0.548131585121155,0.542737901210785,0.534147620201111,0.527199566364288,0.525444328784943,0.521501302719116,0.516043782234192,0.501647412776947,0.49530890583992,0.520653426647186,0.516980707645416,0.512889742851257,0.503924071788788,0.503272473812103,0.499749392271042,0.471135705709457,0.46913731098175,0.467469811439514,0.456990867853165,0.453721672296524,0.45138743519783,0.430483728647232,0.428356438875198
"Estonia",NaN,NaN,1.00816667079926,1.01073122024536,1.0227370262146,1.02407145500183,1.01399576663971,1.01587200164795,1.02034854888916,1.01757979393005,1.019207239151,1.02865362167358,1.03368759155273,1.0296128988266,1.03702199459076,1.03154146671295,1.03392732143402,1.03296375274658,1.03347909450531,1.03642535209656,1.03323113918304,1.03088474273682,1.03204846382141,1.03227734565735
"Estonia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34316149353981,0.332456558942795,0.286419481039047,0.270357012748718,0.262928813695908,0.255733013153076,0.251924812793732,0.249803081154823,0.24651512503624,0.23504650592804,0.216886073350906,0.194385156035423,0.163246750831604,0.156960919499397,0.160743400454521,0.15427553653717,0.157073006033897
"Ethiopia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.800748586654663,NaN,NaN,NaN,0.802607953548431,0.805193305015564,0.807669043540955
"Fiji",0.88879132270813,0.894384980201721,0.899888098239899,0.905282020568848,0.91055303812027,0.915706872940063,0.921197772026062,NaN,NaN,NaN,NaN,NaN,NaN,0.927732288837433,0.929904818534851,0.929693877696991,0.932471811771393,0.932342350482941,0.933463513851166,0.935046017169952,0.935514032840729,0.933736979961395,0.932922840118408,0.932959794998169
"Fiji",NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.514422059059143,0.511695146560669,0.452673643827438,0.465952277183533,0.486965477466583,0.484770834445953,0.485039323568344,0.461996853351593,0.462094604969025,0.457012534141541,0.452025711536407,0.446290731430054,0.440365672111511,0.434811025857925,0.429828315973282,0.424712091684341,0.41999939084053
"Finland",0.991458714008331,0.994688034057617,0.999955832958221,0.99767392873764,0.999845147132874,1.00204718112946,1.00645172595978,1.00165677070618,1.00259447097778,1.00234663486481,1.00187945365906,1.00496304035187,1.00538384914398,1.00441980361938,1.00262033939362,1.00305771827698,1.00470852851868,1.0063294172287,1.00472605228424,1.00532102584839,1.00333285331726,1.00363433361053,1.00045824050903,1.0027801990509
"Finland",0.116588607430458,0.113037005066872,0.10956110060215,0.105658032000065,0.101740002632141,0.0977900177240372,0.0946332812309265,0.0914181917905808,0.0925490781664848,0.0881149023771286,0.0897738412022591,0.0907888486981392,0.0911511480808258,0.0883519873023033,0.0863175392150879,0.0839513093233109,0.0817106515169144,0.0759089440107346,0.0763159319758415,0.0769866704940796,0.0775563344359398,0.0753490701317787,0.0748809054493904,0.0720866322517395
"France",0.977813482284546,0.98079115152359,0.981651484966278,0.983560919761658,0.981866121292114,0.982142627239227,0.982436180114746,0.983071684837341,0.984622895717621,0.985152542591095,0.986750721931458,0.985215842723846,0.982408702373505,0.982325732707977,0.98224264383316,0.982212007045746,0.984106421470642,0.985501885414124,0.985407114028931,0.987802624702454,0.99018406867981,0.991913735866547,0.991349399089813,0.99144446849823
"France",0.24028854072094,0.227989554405212,0.216724708676338,0.207239598035812,0.198491379618645,0.190055534243584,0.182772845029831,0.176031976938248,0.175129354000092,0.174137145280838,0.173496320843697,0.175443977117538,0.170218035578728,0.167409032583237,0.16720812022686,0.166163548827171,0.163946911692619,0.136094629764557,0.133084312081337,0.126842573285103,0.12254174053669,0.11500596255064,0.0862388834357262,0.0842440500855446
"Gabon",0.98928838968277,0.987445056438446,0.985964894294739,0.984175562858582,0.983340561389923,0.98231452703476,0.981876611709595,0.981450021266937,0.980898380279541,0.977769434452057,0.976167440414429,0.976580500602722,0.976799547672272,0.97708785533905,0.977369785308838,0.978437781333923,0.979471266269684,0.981118142604828,0.982406318187714,0.983915328979492,NaN,NaN,NaN,NaN
"Gabon",0.575565159320831,0.577804446220398,0.578934967517853,0.580594718456268,0.581724166870117,0.583058297634125,0.585200607776642,0.587774813175201,0.586302816867828,0.584845304489136,0.578706443309784,0.575600147247314,0.572419583797455,0.569634139537811,0.566699326038361,0.563805043697357,0.547019183635712,0.530733644962311,0.527468681335449,0.52999746799469,0.526449799537659,0.524892568588257,0.51661479473114,0.512215673923492
"Gambia, The",NaN,NaN,NaN,NaN,NaN,0.792803764343262,0.791911721229553,0.791075527667999,0.7904172539711,0.789742112159729,0.788816452026367,0.790519595146179,0.791587591171265,0.793079257011414,0.794898688793182,0.795492827892303,NaN,NaN,0.886539220809937,0.887685000896454,0.885497152805328,0.884724974632263,0.885329842567444,0.886136293411255
"Zimbabwe",0.87813013792038,0.88027286529541,0.882704377174377,0.88112735748291,0.879482865333557,0.875976920127869,0.871653079986572,0.86563903093338,0.857602596282959,0.852472007274628,0.848226189613342,0.849888503551483,0.84881854057312,0.848362863063812,0.849575400352478,0.849968314170837,0.854932546615601,0.862342238426209,0.868700921535492,0.880101144313812,0.891641199588776,0.899987936019897,0.911005973815918,0.915686666965485
"Zimbabwe",0.629002749919891,0.625098586082459,0.621713399887085,0.618424594402313,0.615430355072021,0.612743079662323,0.612717509269714,0.612720966339111,0.612322568893433,0.613963901996613,0.62921530008316,0.620906591415405,0.615923941135406,0.61397397518158,0.612172842025757,0.589034795761108,0.583045065402985,0.581052839756012,0.578621208667755,0.574173271656036,0.568874001502991,0.561734914779663,0.553989589214325,0.507522404193878
"Denmark",0.959384739398956,0.960071802139282,0.961393892765045,0.960145771503448,0.960531771183014,0.96004581451416,0.965342879295349,0.965052604675293,0.973559200763702,0.974859893321991,0.976315677165985,0.977703392505646,0.977179825305939,0.978313744068146,0.981702744960785,0.981109440326691,0.982243895530701,0.983157515525818,0.984387576580048,0.988434970378876,0.986708641052246,0.983252167701721,0.982608437538147,0.983101725578308
"Denmark",0.10053813457489,0.100513026118279,0.106251075863838,0.110749959945679,0.116990633308887,0.12199455499649,0.1127769947052,0.103399813175201,0.0853916704654694,0.075641818344593,0.0701400265097618,0.067504808306694,0.0654115229845047,0.0639893487095833,0.0622197911143303,0.0620573759078979,0.0603648498654366,0.0577279105782509,0.0562911257147789,0.0546015873551369,0.053112581372261,0.0502987168729305,0.0486532226204872,0.0466840416193008
"Dominican Republic",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.988634645938873,0.989772439002991
"Dominican Republic",0.603828072547913,0.596038401126862,0.587678730487823,0.578685998916626,0.570175349712372,0.56106024980545,0.552631497383118,0.543835878372192,0.521763503551483,0.514471650123596,0.506826162338257,0.507613658905029,0.504385352134705,0.505225479602814,0.505754470825195,0.505899608135223,0.49970531463623,0.499990880489349,0.499394655227661,0.499000877141953,0.495309948921204,0.488452941179276,0.48103740811348,0.473099023103714
"Ecuador",0.892674326896667,0.898190915584564,0.903306424617767,0.908427953720093,0.91298919916153,0.917442381381989,0.922522187232971,0.928922355175018,0.926735281944275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.976965188980103,0.978436589241028
"Ecuador",0.605089485645294,0.601555645465851,0.597370803356171,0.593466341495514,0.590245544910431,0.586580872535706,0.58521968126297,0.584245920181274,0.500871241092682,0.496970295906067,0.503726482391357,0.493869990110397,0.489619463682175,0.484652787446976,0.476881325244904,0.476195573806763,0.44976270198822,0.450018227100372,0.44904437661171,0.431602865457535,0.427937239408493,0.425461709499359,0.423005521297455,0.410837382078171
"Egypt",0.786040723323822,0.77983021736145,0.784835457801819,0.781637907028198,0.785013496875763,0.783197641372681,0.782797992229462,0.787062466144562,0.785869002342224,0.781992137432098,0.781019270420074,0.823181509971619,0.817389845848084,0.823137164115906,0.828918933868408,0.822291791439056,0.83018547296524,0.837628841400146,0.840447247028351,0.848331391811371,0.850207924842834,0.850265681743622,0.85356330871582,0.853821635246277
"Egypt",0.644035637378693,0.65440422296524,0.650559365749359,0.65288370847702,0.649902284145355,0.652093291282654,0.6536705493927,0.656240165233612,0.654106616973877,0.649226605892181,0.642497062683105,0.626708567142487,0.628652989864349,0.623886108398438,0.609454691410065,0.62288624048233,0.615488350391388,0.60880720615387,0.603765904903412,0.598348677158356,0.48202458024025,0.583486437797546,0.579599559307098,NaN
"El Salvador",0.927679061889648,0.925002038478851,0.924166679382324,0.927698731422424,0.930139720439911,NaN,NaN,NaN,0.938359081745148,0.942968904972076,0.94198751449585,0.939529418945313,0.934541761875153,0.941264092922211,0.944304227828979,0.941670894622803,0.954332292079926,0.956907391548157,0.956297755241394,0.955047428607941,0.960651576519012,0.957868576049805,0.957883834838867,0.959930658340454
"Cuba",0.425896883010864,0.42340075969696,0.420899450778961,0.421812236309052,0.422782093286514,0.42419770359993,0.427113085985184,0.430507451295853,0.415142446756363,0.410796523094177,0.406291723251343,0.401155054569244,0.395673125982285,0.378258675336838,0.376256138086319,0.373638510704041,0.372917205095291,0.371218830347061,0.362726360559464,0.363817036151886,0.365145027637482,0.361612766981125,0.360676467418671,0.355596333742142
"China, P.R.: Hong Kong",0.928858697414398,0.931164503097534,0.934394836425781,0.934437334537506,0.938661336898804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.970304310321808,0.973360419273376,0.970309913158417,0.975580811500549,0.971920311450958,0.973760485649109
"China, P.R.: Macao",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.951318442821503,0.951411247253418,0.954976499080658,0.956466376781464,0.959412634372711,0.963833391666412,0.965898752212524,0.969321370124817,NaN,NaN,NaN,NaN
"Gambia, The",0.691157400608063,0.691871225833893,0.693407773971558,0.696277022361755,0.69999760389328,0.705063879489899,0.713311970233917,0.724895715713501,0.722990870475769,0.721157133579254,0.719275236129761,0.715766370296478,0.667874813079834,0.626557469367981,0.623643040657043,0.620616376399994,0.617613196372986,0.630885124206543,0.629057466983795,0.637727797031403,0.636009931564331,0.635243833065033,0.634446442127228,0.63235867023468
"Georgia",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.921786725521088,0.925920784473419,0.929389834403992,0.921265721321106,0.929709434509277,0.933719754219055,0.935752749443054,0.940704166889191,0.939653098583221,0.9409459233284,0.94282191991806,0.948812365531921
"Germany",NaN,NaN,0.940927505493164,0.939269244670868,0.939846932888031,0.940615296363831,0.941494166851044,0.943292737007141,0.94192236661911,0.941917419433594,0.94231390953064,0.945572197437286,0.949563324451447,0.953097343444824,0.956836700439453,0.95930141210556,0.960631847381592,0.960366606712341,NaN,NaN,NaN,NaN,NaN,0.963047027587891
"Germany",NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.143434688448906,0.142497763037682,0.130152195692062,0.129017919301987,0.124868214130402,0.119226939976215,0.113835729658604,0.108260080218315,0.105765417218208,0.10209608823061,0.0983484759926796,0.089460089802742,0.0794882923364639,0.0696324855089188,0.0581116005778313,0.0457668490707874,0.0372925288975239
"Ghana",0.816934466362,0.819472014904022,0.821815669536591,NaN,NaN,NaN,NaN,NaN,NaN,0.851379752159119,0.857789278030396,0.860771000385284,0.863403618335724,0.869366049766541,0.867469012737274,0.873838126659393,0.879406034946442,0.883907437324524,0.885210573673248,0.888743102550507,0.890237092971802,0.892887055873871,0.890822649002075,0.896213591098785
